segm_idx,tablet_CDLI,view_desc,collection,bbox,scale,assigned
53,P333956,,saa10,"[531, 708, 788, 873]",,False
54,P333956,,saa10,"[535, 880, 781, 1053]",,False
55,P333956,,saa10,"[549, 1058, 782, 1245]",,False
56,P333956,,saa10,"[303, 1230, 514, 1838]",,False
57,P333956,Rev,saa10,"[492, 1227, 807, 1838]",3.11,True
58,P333956,,saa10,"[790, 1234, 966, 1842]",,False
59,P333956,,saa10,"[505, 1854, 792, 2041]",,False
60,P333956,,saa10,"[400, 2081, 948, 2292]",,False
61,P334478,Obv,saa10,"[418, 81, 878, 776]",2.87,True
62,P334478,,saa10,"[917, 90, 1232, 765]",,False
63,P334478,,saa10,"[67, 92, 387, 767]",,False
64,P334478,,saa10,"[437, 820, 862, 1133]",,False
65,P334478,Rev,saa10,"[430, 1170, 870, 1869]",2.87,True
66,P334478,,saa10,"[429, 1903, 880, 2218]",,False
67,P334478,,saa10,"[307, 2215, 1011, 2479]",,False
68,P334148,,saa10,"[403, 67, 653, 197]",,False
69,P334148,,saa10,"[787, 198, 946, 638]",,False
70,P334148,Rev,saa10,"[398, 195, 666, 646]",4.0,True
71,P334148,,saa10,"[124, 202, 282, 638]",,False
72,P334148,,saa10,"[287, 207, 408, 639]",,False
73,P334148,,saa10,"[662, 207, 782, 639]",,False
74,P334148,,saa10,"[416, 657, 679, 811]",,False
75,P334148,,saa10,"[414, 815, 662, 955]",,False
76,P334148,Obv,saa10,"[395, 949, 685, 1410]",4.0,True
77,P334148,,saa10,"[269, 961, 394, 1398]",,False
78,P334148,,saa10,"[684, 961, 816, 1396]",,False
79,P334148,,saa10,"[409, 1405, 669, 1568]",,False
80,P334148,,saa10,"[287, 1632, 807, 1817]",,False
81,P334424,Obv,saa10,"[963, 290, 1532, 1190]",1.9,True
82,P334424,,saa10,"[300, 315, 635, 1184]",,False
83,P334424,,saa10,"[1841, 319, 2176, 1188]",,False
84,P334424,,saa10,"[637, 348, 993, 1189]",,False
85,P334424,,saa10,"[1504, 376, 1834, 1195]",,False
86,P334424,,saa10,"[976, 1183, 1511, 1515]",,False
87,P334424,,saa10,"[985, 1519, 1503, 1845]",,False
88,P334424,Rev,saa10,"[962, 1811, 1537, 2717]",1.9,True
89,P334424,,saa10,"[1026, 2722, 1551, 3044]",,False
90,P334424,,saa10,"[834, 3029, 1707, 3372]",,False
91,P333958,,saa10,"[721, 107, 1259, 367]",,False
92,P333958,,saa10,"[1549, 364, 1809, 1421]",,False
93,P333958,Obv,saa10,"[677, 352, 1283, 1441]",3.19,True
94,P333958,,saa10,"[1291, 368, 1540, 1421]",,False
95,P333958,,saa10,"[428, 396, 688, 1413]",,False
96,P333958,,saa10,"[170, 404, 431, 1437]",,False
97,P333958,,saa10,"[693, 1450, 1247, 1702]",,False
98,P333958,,saa10,"[698, 1704, 1238, 1943]",,False
99,P333958,,saa10,"[710, 1946, 1238, 2177]",,False
100,P333958,,saa10,"[1266, 2166, 1541, 3228]",,False
101,P333958,Rev,saa10,"[681, 2162, 1283, 3243]",3.19,True
102,P333958,,saa10,"[408, 2194, 669, 3231]",,False
103,P333958,,saa10,"[697, 3284, 1247, 3528]",,False
104,P333958,,saa10,"[621, 3592, 1327, 3866]",,False
105,P237694,,saa10,"[342, 15, 888, 348]",,False
106,P237694,,saa10,"[41, 328, 360, 1284]",,False
107,P237694,Obv,saa10,"[340, 325, 906, 1295]",2.11,True
108,P237694,,saa10,"[884, 349, 1202, 1289]",,False
109,P237694,,saa10,"[366, 1270, 925, 1596]",,False
110,P237694,Rev,saa10,"[373, 1564, 939, 2544]",2.11,True
111,P334477,Obv,saa10,"[414, 62, 1085, 1286]",3.76,True
112,P334477,,saa10,"[69, 83, 372, 1265]",,False
113,P334477,,saa10,"[1138, 86, 1437, 1280]",,False
114,P334477,,saa10,"[428, 1329, 1042, 1598]",,False
115,P334477,Rev,saa10,"[411, 1660, 1062, 2874]",3.76,True
116,P334477,,saa10,"[473, 2920, 1044, 3243]",,False
117,P334477,,saa10,"[378, 3281, 1085, 3550]",,False
118,P334509,Obv,saa10,"[302, 64, 590, 527]",3.52,True
119,P334509,,saa10,"[624, 71, 782, 514]",,False
120,P334509,,saa10,"[79, 74, 269, 515]",,False
121,P334509,,saa10,"[310, 558, 592, 737]",,False
122,P334509,Rev,saa10,"[304, 766, 592, 1233]",3.52,True
123,P334509,,saa10,"[307, 1271, 605, 1457]",,False
124,P334509,,saa10,"[276, 1456, 401, 1547]",,False
125,P334509,,saa10,"[158, 1540, 753, 1613]",,False
126,P334530,Obv,saa10,"[243, 69, 644, 708]",4.0,True
127,P334530,,saa10,"[618, 213, 778, 697]",,False
128,P334530,,saa10,"[778, 214, 927, 689]",,False
129,P334530,,saa10,"[102, 224, 251, 677]",,False
130,P334530,,saa10,"[369, 686, 632, 829]",,False
131,P334530,,saa10,"[374, 833, 637, 982]",,False
132,P334530,,saa10,"[381, 988, 637, 1134]",,False
133,P334530,,saa10,"[636, 1124, 784, 1605]",,False
134,P334530,Rev,saa10,"[368, 1120, 643, 1609]",4.0,True
135,P334530,,saa10,"[250, 1128, 387, 1589]",,False
136,P334530,,saa10,"[377, 1608, 624, 1726]",,False
137,P334530,,saa10,"[376, 1735, 630, 1881]",,False
138,P334530,,saa10,"[238, 1939, 775, 2146]",,False
139,P334009,,saa10,"[536, 236, 1040, 522]",,False
140,P334009,Obv,saa10,"[506, 503, 1069, 1175]",2.57,True
141,P334009,,saa10,"[1069, 516, 1411, 1165]",,False
142,P334009,,saa10,"[183, 521, 509, 1151]",,False
143,P334009,,saa10,"[521, 1183, 1045, 1499]",,False
144,P334009,Rev,saa10,"[523, 1493, 1093, 2158]",2.57,True
145,P334009,,saa10,"[559, 2153, 1071, 2457]",,False
146,P334009,,saa10,"[553, 2454, 1074, 2750]",,False
147,P334009,,saa10,"[352, 2737, 1292, 3095]",,False
148,P334672,,saa10,"[93, 95, 294, 423]",,False
149,P334672,,saa10,"[728, 98, 910, 412]",,False
150,P334672,Obv,saa10,"[290, 98, 726, 422]",2.96,True
151,P334672,,saa10,"[293, 418, 718, 682]",,False
152,P334672,,saa10,"[299, 682, 698, 858]",,False
153,P334672,,saa10,"[292, 877, 714, 1112]",,False
154,P334672,Rev,saa10,"[281, 1086, 705, 1422]",2.96,True
155,P334672,,saa10,"[296, 1436, 702, 1616]",,False
156,P334672,,saa10,"[256, 1776, 853, 1849]",,False
157,P334002,,saa10,"[621, 86, 996, 293]",,False
158,P334002,Obv,saa10,"[615, 323, 1024, 977]",2.87,True
159,P334002,,saa10,"[1057, 332, 1263, 976]",,False
160,P334002,,saa10,"[391, 336, 587, 917]",,False
161,P334002,,saa10,"[628, 984, 1016, 1220]",,False
162,P334002,Rev,saa10,"[632, 1230, 1026, 1872]",2.87,True
163,P334002,,saa10,"[1063, 1248, 1259, 1860]",,False
164,P334002,,saa10,"[1283, 1245, 1530, 1866]",,False
165,P334002,,saa10,"[157, 1271, 396, 1865]",,False
166,P334002,,saa10,"[418, 1295, 614, 1863]",,False
167,P334002,,saa10,"[639, 1879, 1030, 2182]",,False
168,P334002,,saa10,"[648, 2194, 1035, 2424]",,False
169,P334002,,saa10,"[530, 2443, 1078, 2649]",,False
170,P334911,,saa10,"[668, 282, 985, 954]",,False
171,P334911,,saa10,"[296, 284, 643, 955]",,False
172,P334911,,saa10,"[1886, 290, 2220, 965]",,False
173,P334911,,saa10,"[1535, 300, 1855, 957]",,False
174,P334911,Obv,saa10,"[1003, 326, 1509, 960]",1.96,True
175,P334911,,saa10,"[1016, 976, 1497, 1311]",,False
176,P334911,Rev,saa10,"[1005, 1318, 1515, 1996]",1.96,True
177,P334911,,saa10,"[1519, 1329, 1856, 1914]",,False
178,P334911,,saa10,"[713, 1341, 999, 1958]",,False
179,P334911,,saa10,"[1016, 2009, 1519, 2343]",,False
180,P334911,,saa10,"[889, 2562, 1719, 2669]",,False
181,P333953,,saa10,"[463, 147, 712, 949]",,False
182,P333953,,saa10,"[262, 156, 450, 949]",,False
183,P333953,,saa10,"[1188, 156, 1439, 994]",,False
184,P333953,,saa10,"[1455, 162, 1650, 976]",,False
185,P333953,Obv,saa10,"[716, 159, 1163, 991]",2.88,True
186,P333953,,saa10,"[727, 985, 1122, 1191]",,False
187,P333953,,saa10,"[1185, 1182, 1379, 2011]",,False
188,P333953,,saa10,"[434, 1186, 666, 1995]",,False
189,P333953,Rev,saa10,"[705, 1177, 1141, 1995]",2.88,True
190,P333953,,saa10,"[718, 2014, 1152, 2219]",,False
191,P333953,,saa10,"[520, 2312, 1370, 2627]",,False
192,P333953,,saa10,"[755, 2511, 1364, 2630]",,False
193,P313592,,saa10,"[136, 152, 414, 589]",,False
194,P313592,,saa10,"[1575, 163, 1853, 608]",,False
195,P313592,,saa10,"[1314, 167, 1550, 609]",,False
196,P313592,Obv,saa10,"[440, 172, 1288, 604]",2.62,True
197,P313592,,saa10,"[447, 614, 1279, 853]",,False
198,P313592,,saa10,"[466, 867, 1291, 1140]",,False
199,P313592,,saa10,"[461, 1153, 1293, 1402]",,False
200,P313592,,saa10,"[1330, 1433, 1569, 1853]",,False
201,P313592,Rev,saa10,"[469, 1430, 1314, 1852]",2.62,True
202,P313592,,saa10,"[490, 1868, 1318, 2148]",,False
203,P313592,,saa10,"[488, 2164, 1353, 2494]",,False
204,P334487,Obv,saa10,"[422, 74, 805, 850]",1.94,True
205,P334487,,saa10,"[842, 82, 1185, 848]",,False
206,P334487,,saa10,"[69, 85, 387, 841]",,False
207,P334487,,saa10,"[423, 883, 796, 1250]",,False
208,P334487,Rev,saa10,"[418, 1270, 782, 2058]",1.94,True
209,P334487,,saa10,"[417, 2130, 783, 2443]",,False
210,P334487,,saa10,"[214, 2476, 922, 2733]",,False
211,P313649,,saa10,"[88, 100, 315, 731]",,False
212,P313649,,saa10,"[1089, 99, 1336, 732]",,False
213,P313649,Obv,saa10,"[444, 84, 1133, 749]",2.02,True
214,P313649,,saa10,"[324, 205, 475, 725]",,False
215,P313649,,saa10,"[480, 736, 939, 927]",,False
216,P313649,,saa10,"[343, 927, 467, 1423]",,False
217,P313649,,saa10,"[455, 911, 968, 1546]",,False
218,P313649,,saa10,"[477, 1511, 938, 1729]",,False
219,P313649,,saa10,"[517, 1753, 887, 1927]",,False
220,P333963,,saa10,"[991, 110, 1246, 907]",,False
221,P333963,,saa10,"[1254, 115, 1506, 896]",,False
222,P333963,,saa10,"[373, 121, 571, 885]",,False
223,P333963,Obv,saa10,"[586, 114, 999, 905]",2.08,True
224,P333963,,saa10,"[121, 129, 373, 898]",,False
225,P333963,,saa10,"[615, 908, 995, 1111]",,False
226,P333963,,saa10,"[604, 1118, 1003, 1367]",,False
227,P333963,,saa10,"[1001, 1357, 1228, 2149]",,False
228,P333963,,saa10,"[357, 1366, 574, 2134]",,False
229,P333963,Rev,saa10,"[589, 1363, 999, 2149]",2.08,True
230,P333963,,saa10,"[602, 2154, 1005, 2392]",,False
231,P333963,,saa10,"[468, 2441, 1139, 2687]",,False
232,P334000,,saa10,"[1064, 251, 1771, 605]",,False
233,P334000,Obv,saa10,"[1048, 585, 1771, 1434]",1.62,True
234,P334000,,saa10,"[290, 603, 705, 1403]",,False
235,P334000,,saa10,"[723, 614, 1055, 1380]",,False
236,P334000,,saa10,"[1771, 617, 2048, 1385]",,False
237,P334000,,saa10,"[2041, 611, 2448, 1420]",,False
238,P334000,,saa10,"[1069, 1435, 1774, 1864]",,False
239,P334000,,saa10,"[732, 1894, 1067, 2705]",,False
240,P334000,,saa10,"[1800, 1890, 2221, 2733]",,False
241,P334000,Rev,saa10,"[1047, 1880, 1788, 2739]",1.62,True
242,P334000,,saa10,"[1069, 2751, 1770, 3091]",,False
243,P334000,,saa10,"[1098, 3110, 1818, 3512]",,False
244,P334000,,saa10,"[939, 3515, 1884, 3863]",,False
245,P334456,,saa10,"[843, 74, 1050, 998]",,False
246,P334456,Obv,saa10,"[279, 62, 825, 1008]",1.57,True
247,P334456,,saa10,"[72, 81, 268, 992]",,False
248,P334456,,saa10,"[295, 1053, 807, 1310]",,False
249,P334456,,saa10,"[282, 1361, 820, 2295]",,False
250,P334456,,saa10,"[311, 2342, 805, 2543]",,False
251,P334456,,saa10,"[321, 2676, 905, 2739]",,False
252,P334456,,saa10,"[414, 2735, 912, 2825]",,False
253,P313532,,saa10,"[8, 0, 368, 404]",,False
254,P313532,,saa10,"[379, 91, 483, 392]",,False
255,P313532,,saa10,"[388, 152, 417, 187]",,False
256,P313532,,saa10,"[452, 152, 493, 266]",,False
257,P313532,,saa10,"[388, 190, 415, 228]",,False
258,P313532,,saa10,"[387, 230, 416, 267]",,False
259,P313532,,saa10,"[388, 270, 415, 306]",,False
260,P313532,,saa10,"[388, 309, 415, 346]",,False
261,P313532,,saa10,"[388, 348, 415, 385]",,False
262,P313621,Obv,saa10,"[350, 62, 729, 503]",2.14,True
263,P313621,,saa10,"[721, 66, 1009, 520]",,False
264,P313621,,saa10,"[83, 77, 361, 508]",,False
265,P313621,,saa10,"[356, 513, 721, 764]",,False
266,P313621,Rev,saa10,"[354, 765, 733, 1220]",2.14,True
267,P313621,,saa10,"[353, 1234, 734, 1550]",,False
268,P313621,,saa10,"[240, 1586, 906, 1854]",,False
269,P313503,,saa10,"[9, 0, 595, 498]",,False
270,P313503,,saa10,"[280, 456, 335, 557]",,False
271,P313503,,saa10,"[337, 457, 453, 493]",,False
272,P313503,,saa10,"[332, 490, 579, 563]",,False
273,P334058,,saa10,"[528, 103, 844, 275]",,False
274,P334058,Obv,saa10,"[509, 263, 869, 921]",3.2,True
275,P334058,,saa10,"[852, 270, 1065, 911]",,False
276,P334058,,saa10,"[84, 272, 309, 906]",,False
277,P334058,,saa10,"[1069, 272, 1294, 921]",,False
278,P334058,,saa10,"[330, 280, 522, 901]",,False
279,P334058,,saa10,"[519, 929, 862, 1139]",,False
280,P334058,,saa10,"[529, 1135, 871, 1339]",,False
281,P334058,,saa10,"[537, 1340, 857, 1512]",,False
282,P334058,Rev,saa10,"[512, 1510, 872, 2161]",3.2,True
283,P334058,,saa10,"[322, 1520, 523, 2148]",,False
284,P334058,,saa10,"[869, 1522, 1035, 2149]",,False
285,P334058,,saa10,"[520, 2161, 851, 2357]",,False
286,P334058,,saa10,"[522, 2357, 846, 2561]",,False
287,P334428,Obv,saa10,"[155, 193, 1592, 2188]",1.75,True
288,P334428,,saa10,"[271, 286, 636, 1505]",,False
289,P334428,,saa10,"[1170, 287, 1518, 1504]",,False
290,P334428,,saa10,"[706, 1806, 1161, 2112]",,False
291,P334428,Rev,saa10,"[655, 2106, 1232, 3888]",1.75,True
292,P334428,,saa10,"[714, 3870, 1201, 4213]",,False
293,P334428,,saa10,"[701, 4337, 1474, 4538]",,False
294,P334733,,saa10,"[60, 62, 267, 538]",,False
295,P334733,Obv,saa10,"[258, 55, 621, 554]",3.67,True
296,P334733,,saa10,"[622, 63, 861, 546]",,False
297,P334733,,saa10,"[876, 84, 1074, 547]",,False
298,P334733,,saa10,"[248, 576, 600, 790]",,False
299,P334733,,saa10,"[621, 816, 822, 1273]",,False
300,P334733,Rev,saa10,"[261, 812, 613, 1295]",3.67,True
301,P334733,,saa10,"[260, 1327, 615, 1553]",,False
302,P334733,,saa10,"[225, 1578, 871, 1836]",,False
303,P334470,,saa10,"[71, 60, 216, 494]",,False
304,P334470,,saa10,"[244, 62, 469, 485]",,False
305,P334470,,saa10,"[468, 65, 642, 497]",,False
306,P334470,,saa10,"[644, 68, 806, 492]",,False
307,P334470,,saa10,"[240, 505, 479, 661]",,False
308,P334470,Obv,saa10,"[234, 655, 479, 1078]",2.56,True
309,P334470,,saa10,"[237, 1089, 460, 1255]",,False
310,P334470,,saa10,"[235, 1267, 518, 1415]",,False
311,P314341,,saa10,"[62, 65, 397, 777]",,False
312,P314341,Obv,saa10,"[403, 59, 879, 790]",2.57,True
313,P314341,,saa10,"[874, 67, 1174, 775]",,False
314,P314341,,saa10,"[415, 795, 872, 1112]",,False
315,P314341,Rev,saa10,"[402, 1135, 860, 1857]",2.57,True
316,P314341,,saa10,"[421, 1884, 859, 2192]",,False
317,P314341,,saa10,"[249, 2217, 952, 2478]",,False
318,P334289,,saa10,"[84, 84, 311, 915]",,False
319,P334289,,saa10,"[861, 84, 1093, 923]",,False
320,P334289,Obv,saa10,"[363, 76, 822, 939]",3.06,True
321,P334289,,saa10,"[378, 988, 813, 1234]",,False
322,P334289,Rev,saa10,"[369, 1282, 822, 2142]",3.06,True
323,P334289,,saa10,"[379, 2198, 820, 2430]",,False
324,P334289,,saa10,"[230, 2444, 936, 2704]",,False
325,P313418,,saa10,"[609, 197, 1617, 552]",,False
326,P313418,Obv,saa10,"[595, 550, 1636, 1148]",1.86,True
327,P313418,,saa10,"[1965, 578, 2283, 1113]",,False
328,P313418,,saa10,"[270, 593, 584, 1105]",,False
329,P313418,,saa10,"[1660, 595, 1936, 1096]",,False
330,P313418,,saa10,"[614, 1128, 1620, 1470]",,False
331,P313418,,saa10,"[633, 1484, 1635, 1830]",,False
332,P313418,,saa10,"[646, 1850, 1637, 2143]",,False
333,P313418,Rev,saa10,"[610, 2147, 1670, 2746]",1.86,True
334,P313418,,saa10,"[1665, 2190, 1983, 2703]",,False
335,P313418,,saa10,"[630, 2741, 1645, 3063]",,False
336,P313418,,saa10,"[774, 3219, 1603, 3437]",,False
337,P334226,Obv,saa10,"[363, 67, 843, 948]",2.29,True
338,P334226,,saa10,"[848, 75, 1204, 943]",,False
339,P334226,,saa10,"[1207, 79, 1491, 941]",,False
340,P334226,,saa10,"[72, 80, 361, 937]",,False
341,P334226,,saa10,"[292, 952, 836, 1216]",,False
342,P334226,,saa10,"[838, 1199, 1173, 2062]",,False
343,P334226,Rev,saa10,"[371, 1204, 848, 2074]",2.29,True
344,P334226,,saa10,"[365, 2073, 835, 2331]",,False
345,P334226,,saa10,"[292, 2359, 949, 2619]",,False
346,P334228,Obv,saa10,"[355, 65, 731, 867]",2.2,True
347,P334228,,saa10,"[61, 77, 325, 859]",,False
348,P334228,,saa10,"[749, 79, 1001, 853]",,False
349,P334228,,saa10,"[368, 892, 707, 1142]",,False
350,P334228,Rev,saa10,"[326, 1178, 702, 1974]",2.2,True
351,P334228,,saa10,"[335, 2013, 696, 2265]",,False
352,P334228,,saa10,"[173, 2292, 876, 2554]",,False
353,P334233,,saa10,"[76, 81, 381, 853]",,False
354,P334233,Rev,saa10,"[382, 80, 870, 842]",2.69,True
355,P334233,,saa10,"[885, 110, 1197, 849]",,False
356,P334233,,saa10,"[387, 852, 857, 1120]",,False
357,P334233,,saa10,"[876, 1116, 1178, 1839]",,False
358,P334233,Obv,saa10,"[381, 1113, 865, 1853]",2.69,True
359,P334233,,saa10,"[392, 1860, 860, 2133]",,False
360,P334233,,saa10,"[317, 2158, 957, 2428]",,False
361,P313520,,saa10,"[1234, 145, 1559, 1319]",,False
362,P313520,,saa10,"[1611, 142, 1998, 1318]",,False
363,P313520,,saa10,"[178, 145, 581, 1309]",,False
364,P313520,Obv,saa10,"[614, 139, 1160, 1320]",2.18,True
365,P313520,,saa10,"[616, 1367, 1125, 1754]",,False
366,P313520,,saa10,"[612, 1772, 1115, 2133]",,False
367,P313520,,saa10,"[624, 2163, 1108, 2474]",,False
368,P313520,,saa10,"[1232, 2542, 1589, 3730]",,False
369,P313520,Rev,saa10,"[633, 2554, 1145, 3737]",2.18,True
370,P313520,,saa10,"[668, 3758, 1119, 4115]",,False
371,P313520,,saa10,"[472, 4111, 1433, 4461]",,False
372,P313538,,saa10,"[429, 98, 744, 240]",,False
373,P313538,,saa10,"[280, 268, 408, 553]",,False
374,P313538,,saa10,"[104, 272, 249, 551]",,False
375,P313538,Obv,saa10,"[424, 267, 750, 590]",3.08,True
376,P313538,,saa10,"[424, 607, 728, 750]",,False
377,P313538,,saa10,"[421, 761, 752, 1084]",,False
378,P313538,,saa10,"[429, 1112, 743, 1271]",,False
379,P313538,,saa10,"[432, 1319, 736, 1463]",,False
380,P334006,Obv,saa10,"[278, 174, 505, 536]",3.51,True
381,P334006,,saa10,"[641, 187, 716, 325]",,False
382,P334006,,saa10,"[10, 185, 148, 531]",,False
383,P334006,,saa10,"[527, 190, 622, 481]",,False
384,P334006,,saa10,"[647, 254, 782, 533]",,False
385,P334006,,saa10,"[282, 547, 498, 689]",,False
386,P334006,,saa10,"[525, 697, 631, 891]",,False
387,P334006,Rev,saa10,"[275, 694, 502, 1053]",3.51,True
388,P334006,,saa10,"[686, 841, 745, 1039]",,False
389,P334451,,saa10,"[1737, 292, 2107, 841]",,False
390,P334451,,saa10,"[259, 300, 626, 866]",,False
391,P334451,Obv,saa10,"[919, 322, 1444, 701]",2.6,True
392,P334451,,saa10,"[945, 835, 1446, 1158]",,False
393,P334451,,saa10,"[906, 2152, 1612, 2243]",,False
394,P334802,Obv,saa10,"[291, 66, 680, 676]",3.56,True
395,P334802,,saa10,"[67, 78, 282, 661]",,False
396,P334802,,saa10,"[684, 77, 907, 665]",,False
397,P334802,,saa10,"[301, 692, 664, 897]",,False
398,P334802,,saa10,"[293, 913, 672, 1511]",,False
399,P334802,,saa10,"[299, 1542, 668, 1788]",,False
400,P334802,,saa10,"[127, 1821, 829, 2078]",,False
401,P334747,Obv,saa10,"[388, 50, 971, 718]",3.07,True
402,P334747,,saa10,"[995, 65, 1316, 701]",,False
403,P334747,,saa10,"[62, 67, 383, 696]",,False
404,P334747,,saa10,"[401, 736, 956, 1033]",,False
405,P334747,Rev,saa10,"[379, 1045, 977, 1720]",3.07,True
406,P334747,,saa10,"[399, 1722, 960, 2064]",,False
407,P334747,,saa10,"[328, 2093, 1036, 2352]",,False
408,P334431,,saa10,"[732, 321, 1033, 1115]",,False
409,P334431,,saa10,"[1936, 320, 2339, 1107]",,False
410,P334431,,saa10,"[304, 324, 698, 1116]",,False
411,P334431,Obv,saa10,"[1040, 317, 1585, 1123]",2.05,True
412,P334431,,saa10,"[1594, 389, 1917, 1109]",,False
413,P334431,,saa10,"[1060, 1136, 1581, 1520]",,False
414,P334431,Rev,saa10,"[1068, 1530, 1591, 2330]",2.05,True
415,P334431,,saa10,"[1588, 1547, 1892, 2324]",,False
416,P334431,,saa10,"[773, 1554, 1071, 2310]",,False
417,P334431,,saa10,"[1084, 2347, 1589, 2743]",,False
418,P334431,,saa10,"[787, 2749, 1786, 3121]",,False
419,P334087,,saa10,"[86, 67, 268, 500]",,False
420,P334087,,saa10,"[822, 67, 1005, 494]",,False
421,P334087,,saa10,"[273, 70, 432, 496]",,False
422,P334087,Obv,saa10,"[412, 68, 687, 498]",3.09,True
423,P334087,,saa10,"[668, 73, 824, 494]",,False
424,P334087,,saa10,"[416, 499, 686, 679]",,False
425,P334087,,saa10,"[668, 670, 831, 1094]",,False
426,P334087,,saa10,"[254, 672, 428, 1091]",,False
427,P334087,Rev,saa10,"[412, 667, 688, 1097]",3.09,True
428,P334087,,saa10,"[414, 1099, 684, 1281]",,False
429,P334087,,saa10,"[263, 1318, 799, 1511]",,False
430,P237306,,saa10,"[59, 68, 276, 482]",,False
431,P237306,Obv,saa10,"[276, 58, 978, 492]",2.92,True
432,P237306,,saa10,"[983, 67, 1228, 486]",,False
433,P237306,,saa10,"[286, 506, 965, 757]",,False
434,P237306,,saa10,"[269, 785, 982, 1211]",,False
435,P237306,,saa10,"[285, 1237, 967, 1467]",,False
436,P237306,,saa10,"[315, 1500, 941, 1757]",,False
437,P333995,,saa10,"[694, 17, 1337, 369]",,False
438,P333995,,saa10,"[1383, 382, 1687, 1667]",,False
439,P333995,,saa10,"[1666, 379, 2033, 1680]",,False
440,P333995,,saa10,"[319, 386, 629, 1640]",,False
441,P333995,Obv,saa10,"[670, 374, 1352, 1690]",2.34,True
442,P333995,,saa10,"[0, 395, 319, 1649]",,False
443,P333995,,saa10,"[676, 1740, 1345, 2070]",,False
444,P333995,,saa10,"[680, 2053, 1332, 2405]",,False
445,P333995,,saa10,"[686, 2393, 1325, 2713]",,False
446,P333995,,saa10,"[1416, 2775, 1706, 4085]",,False
447,P333995,,saa10,"[305, 2780, 609, 4047]",,False
448,P333995,Rev,saa10,"[660, 2768, 1332, 4078]",2.34,True
449,P333995,,saa10,"[675, 4155, 1332, 4412]",,False
450,P333995,,saa10,"[689, 4408, 1342, 4765]",,False
451,P313708,,saa10,"[954, 240, 1251, 841]",,False
452,P313708,Obv,saa10,"[554, 244, 946, 850]",2.14,True
