segm_idx,tablet_CDLI,view_desc,collection,bbox,scale,assigned
165,P313947,,saa01,"[4, 0, 268, 437]",,False
166,P313947,,saa01,"[6, 233, 238, 437]",,False
167,P313947,,saa01,"[285, 135, 379, 191]",,False
168,P313947,,saa01,"[282, 189, 321, 430]",,False
169,P313947,,saa01,"[286, 193, 312, 228]",,False
170,P313947,,saa01,"[315, 193, 348, 427]",,False
171,P313947,,saa01,"[352, 195, 387, 307]",,False
172,P313947,,saa01,"[285, 232, 313, 271]",,False
173,P313947,,saa01,"[286, 273, 312, 306]",,False
174,P313947,,saa01,"[285, 311, 313, 348]",,False
175,P313947,,saa01,"[285, 350, 313, 387]",,False
176,P313947,,saa01,"[285, 389, 313, 427]",,False
177,P334910,,saa01,"[914, 213, 1309, 550]",,False
178,P334910,,saa01,"[231, 550, 581, 1583]",,False
179,P334910,Obv,saa01,"[909, 545, 1368, 1579]",2.2,True
180,P334910,,saa01,"[606, 561, 903, 1581]",,False
181,P334910,,saa01,"[1377, 564, 1727, 1579]",,False
182,P334910,,saa01,"[925, 1577, 1384, 1883]",,False
183,P334910,,saa01,"[918, 1884, 1423, 2241]",,False
184,P334910,,saa01,"[930, 2242, 1379, 2534]",,False
185,P334910,Rev,saa01,"[922, 2540, 1396, 3612]",2.2,True
186,P334910,,saa01,"[619, 2551, 935, 3596]",,False
187,P334910,,saa01,"[932, 3611, 1377, 3952]",,False
188,P393866,,saa01,"[621, 258, 971, 558]",,False
189,P393866,,saa01,"[1478, 521, 1798, 1476]",,False
190,P393866,,saa01,"[1119, 524, 1454, 1481]",,False
191,P393866,,saa01,"[253, 534, 568, 1471]",,False
192,P393866,Obv,saa01,"[613, 527, 1088, 1478]",2.18,True
193,P393866,,saa01,"[653, 1475, 1080, 1774]",,False
194,P393866,,saa01,"[649, 1779, 1121, 2083]",,False
195,P393866,,saa01,"[648, 2082, 1099, 2406]",,False
196,P393866,,saa01,"[1113, 2393, 1396, 3085]",,False
197,P393866,Rev,saa01,"[632, 2388, 1106, 3334]",2.18,True
198,P393866,,saa01,"[631, 3340, 971, 3635]",,False
199,P393866,,saa01,"[645, 3650, 1101, 3929]",,False
200,P393866,,saa01,"[471, 3916, 1299, 4235]",,False
201,P334160,,saa01,"[981, 249, 1504, 530]",,False
202,P334160,,saa01,"[1858, 495, 2206, 1222]",,False
203,P334160,,saa01,"[1550, 524, 1834, 1239]",,False
204,P334160,Obv,saa01,"[967, 520, 1544, 1237]",1.95,True
205,P334160,,saa01,"[665, 535, 979, 1183]",,False
206,P334160,,saa01,"[295, 544, 630, 1229]",,False
207,P334160,,saa01,"[984, 1240, 1550, 1592]",,False
208,P334160,Rev,saa01,"[979, 1591, 1581, 2332]",1.95,True
209,P334160,,saa01,"[658, 1633, 982, 2319]",,False
210,P334160,,saa01,"[1008, 2338, 1561, 2659]",,False
211,P334160,,saa01,"[830, 2633, 1658, 2956]",,False
212,P334160,,saa01,"[954, 2760, 1631, 2839]",,False
213,P313505,Obv,saa01,"[1062, 199, 1720, 1226]",2.12,True
214,P313505,,saa01,"[2152, 215, 2603, 1224]",,False
215,P313505,,saa01,"[1756, 225, 2132, 1218]",,False
216,P313505,,saa01,"[729, 232, 1052, 725]",,False
217,P313505,,saa01,"[296, 248, 716, 1187]",,False
218,P313505,,saa01,"[1102, 1218, 1691, 1622]",,False
219,P313505,,saa01,"[1082, 1619, 1689, 2574]",,False
220,P313505,,saa01,"[1091, 2586, 1680, 2993]",,False
221,P313505,,saa01,"[968, 3025, 1810, 3341]",,False
222,P313497,,saa01,"[298, 282, 614, 1022]",,False
223,P313497,,saa01,"[1229, 294, 1569, 1026]",,False
224,P313497,Obv,saa01,"[665, 289, 1193, 1032]",1.69,True
225,P313497,,saa01,"[674, 1037, 1183, 1353]",,False
226,P313497,,saa01,"[668, 1382, 1192, 2121]",,False
227,P313497,,saa01,"[686, 2152, 1183, 2465]",,False
228,P313497,,saa01,"[479, 2507, 1311, 2812]",,False
229,P334083,,saa01,"[398, 101, 798, 325]",,False
230,P334083,,saa01,"[816, 322, 1068, 991]",,False
231,P334083,,saa01,"[160, 325, 397, 995]",,False
232,P334083,Obv,saa01,"[382, 315, 829, 1005]",1.73,True
233,P334083,,saa01,"[394, 1003, 831, 1250]",,False
234,P334083,,saa01,"[807, 1231, 1075, 1926]",,False
235,P334083,Rev,saa01,"[402, 1238, 833, 1931]",1.73,True
236,P334083,,saa01,"[386, 1924, 796, 2174]",,False
237,P334083,,saa01,"[260, 2212, 949, 2476]",,False
238,P314211,,saa01,"[0, 5, 332, 283]",,False
239,P314211,,saa01,"[354, 16, 434, 72]",,False
240,P314211,,saa01,"[340, 44, 367, 70]",,False
241,P314211,,saa01,"[334, 73, 370, 269]",,False
242,P314211,,saa01,"[369, 73, 404, 308]",,False
243,P314211,,saa01,"[339, 74, 369, 111]",,False
244,P314211,,saa01,"[404, 74, 445, 189]",,False
245,P314211,,saa01,"[375, 75, 399, 123]",,False
246,P314211,,saa01,"[339, 113, 367, 151]",,False
247,P314211,,saa01,"[340, 153, 367, 189]",,False
248,P314211,,saa01,"[339, 192, 367, 229]",,False
249,P314211,,saa01,"[334, 230, 370, 311]",,False
250,P334038,Obv,saa01,"[429, 85, 689, 780]",3.95,True
251,P334038,,saa01,"[118, 229, 289, 780]",,False
252,P334038,,saa01,"[817, 232, 991, 780]",,False
253,P334038,,saa01,"[684, 236, 807, 771]",,False
254,P334038,,saa01,"[294, 240, 445, 779]",,False
255,P334038,,saa01,"[441, 785, 687, 929]",,False
256,P334038,,saa01,"[438, 931, 693, 1096]",,False
257,P334038,Rev,saa01,"[301, 1084, 708, 1806]",3.95,True
258,P334038,,saa01,"[695, 1250, 836, 1794]",,False
259,P334038,,saa01,"[426, 1804, 681, 1964]",,False
260,P334038,,saa01,"[305, 2009, 839, 2210]",,False
261,P313427,,saa01,"[696, 224, 1277, 585]",,False
262,P313427,,saa01,"[232, 612, 633, 1890]",,False
263,P313427,,saa01,"[1320, 628, 1602, 1884]",,False
264,P313427,Obv,saa01,"[674, 617, 1305, 1900]",2.05,True
265,P313427,,saa01,"[1613, 628, 2007, 1919]",,False
266,P313427,,saa01,"[697, 1933, 1261, 2266]",,False
267,P313427,,saa01,"[669, 2274, 1253, 2663]",,False
268,P313427,,saa01,"[1305, 2674, 1576, 3843]",,False
269,P313427,Rev,saa01,"[686, 2665, 1272, 3846]",2.05,True
270,P313427,,saa01,"[360, 2699, 664, 3787]",,False
271,P313427,,saa01,"[702, 3876, 1241, 4210]",,False
272,P313427,,saa01,"[696, 4214, 1262, 4575]",,False
273,P313427,,saa01,"[662, 4600, 1409, 4911]",,False
274,P334587,,saa01,"[281, 62, 432, 609]",,False
275,P334587,,saa01,"[870, 59, 1084, 612]",,False
276,P334587,,saa01,"[64, 61, 281, 612]",,False
277,P334587,Obv,saa01,"[434, 51, 860, 609]",3.4,True
278,P334587,,saa01,"[441, 611, 851, 763]",,False
279,P334587,,saa01,"[436, 769, 856, 959]",,False
280,P334587,,saa01,"[442, 969, 846, 1140]",,False
281,P334587,Rev,saa01,"[432, 1150, 867, 1714]",3.4,True
282,P334587,,saa01,"[271, 1164, 433, 1676]",,False
283,P334587,,saa01,"[437, 1710, 855, 1945]",,False
284,P334587,,saa01,"[501, 1958, 808, 2103]",,False
285,P334359,,saa01,"[771, 129, 1192, 343]",,False
286,P334359,,saa01,"[1532, 339, 1802, 1191]",,False
287,P334359,Obv,saa01,"[767, 337, 1232, 1190]",2.37,True
288,P334359,,saa01,"[1226, 345, 1523, 1185]",,False
289,P334359,,saa01,"[198, 361, 459, 1180]",,False
290,P334359,,saa01,"[469, 359, 762, 1178]",,False
291,P334359,,saa01,"[788, 1186, 1225, 1420]",,False
292,P334359,,saa01,"[794, 1419, 1219, 1670]",,False
293,P334359,,saa01,"[795, 1669, 1207, 1900]",,False
294,P334359,Rev,saa01,"[763, 1885, 1239, 2738]",2.37,True
295,P334359,,saa01,"[491, 1905, 772, 2733]",,False
296,P334359,,saa01,"[1228, 1910, 1474, 2732]",,False
297,P334359,,saa01,"[768, 2733, 1216, 3010]",,False
298,P334359,,saa01,"[627, 3078, 1311, 3332]",,False
299,P334212,,saa01,"[591, 67, 1057, 285]",,False
300,P334212,,saa01,"[1219, 289, 1500, 1058]",,False
301,P334212,,saa01,"[82, 291, 355, 1060]",,False
302,P334212,,saa01,"[346, 292, 597, 1047]",,False
303,P334212,Obv,saa01,"[587, 285, 1069, 1067]",2.45,True
304,P334212,,saa01,"[1063, 304, 1219, 912]",,False
305,P334212,,saa01,"[596, 1058, 1053, 1339]",,False
306,P334212,,saa01,"[399, 1330, 607, 2098]",,False
307,P334212,,saa01,"[609, 1336, 916, 1589]",,False
308,P334212,,saa01,"[593, 1434, 1053, 2112]",,False
309,P334212,,saa01,"[598, 2088, 1054, 2330]",,False
310,P334212,,saa01,"[644, 2339, 976, 2500]",,False
311,P334173,,saa01,"[1248, 185, 1544, 614]",,False
312,P334173,,saa01,"[122, 204, 439, 565]",,False
313,P334173,Obv,saa01,"[464, 200, 868, 619]",2.06,True
314,P334173,,saa01,"[918, 205, 1210, 611]",,False
315,P334173,,saa01,"[474, 636, 874, 932]",,False
316,P334173,,saa01,"[950, 947, 1228, 1352]",,False
317,P334173,Rev,saa01,"[483, 949, 879, 1362]",2.06,True
318,P334173,,saa01,"[513, 1376, 880, 1680]",,False
319,P334173,,saa01,"[495, 1707, 937, 1913]",,False
320,P334173,,saa01,"[574, 1790, 926, 1838]",,False
321,P334773,Rev,saa01,"[533, 55, 1208, 1469]",2.4,True
322,P334773,,saa01,"[82, 70, 518, 1450]",,False
323,P334773,,saa01,"[1227, 70, 1651, 1454]",,False
324,P334773,,saa01,"[475, 1468, 1188, 1900]",,False
325,P334773,Obv,saa01,"[533, 1895, 1208, 3330]",2.4,True
326,P334773,,saa01,"[549, 3330, 1196, 3731]",,False
327,P334773,,saa01,"[320, 3865, 1507, 3919]",,False
328,P314157,Obv,saa01,"[470, 51, 725, 363]",2.2,True
329,P314157,,saa01,"[263, 59, 475, 361]",,False
330,P314157,,saa01,"[56, 63, 273, 361]",,False
331,P314157,,saa01,"[724, 61, 971, 363]",,False
332,P314157,,saa01,"[474, 358, 721, 520]",,False
333,P314157,Rev,saa01,"[475, 523, 730, 746]",2.2,True
334,P314157,,saa01,"[479, 756, 720, 898]",,False
335,P314157,,saa01,"[320, 894, 482, 1175]",,False
336,P314157,,saa01,"[476, 898, 731, 1164]",,False
337,P314157,,saa01,"[472, 1151, 721, 1364]",,False
338,P314157,,saa01,"[441, 1383, 759, 1528]",,False
339,P314157,,saa01,"[500, 1440, 743, 1474]",,False
340,P313559,Obv,saa01,"[374, 61, 829, 609]",2.86,True
341,P313559,,saa01,"[69, 76, 348, 601]",,False
342,P313559,,saa01,"[835, 104, 1125, 602]",,False
343,P313559,,saa01,"[376, 634, 801, 889]",,False
344,P313559,Rev,saa01,"[354, 926, 836, 1446]",2.86,True
345,P313559,,saa01,"[364, 1466, 822, 1771]",,False
346,P313559,,saa01,"[237, 1799, 940, 2061]",,False
347,P313598,,saa01,"[520, 73, 871, 385]",,False
348,P313598,,saa01,"[58, 445, 400, 1175]",,False
349,P313598,,saa01,"[1269, 449, 1581, 1197]",,False
350,P313598,Rev,saa01,"[477, 449, 869, 1183]",2.19,True
351,P313598,,saa01,"[932, 454, 1209, 1195]",,False
352,P313598,,saa01,"[486, 1213, 849, 1536]",,False
353,P313598,,saa01,"[909, 1591, 1186, 2295]",,False
354,P313598,Obv,saa01,"[449, 1595, 829, 2297]",2.19,True
355,P313598,,saa01,"[471, 2332, 796, 2601]",,False
356,P313551,,saa01,"[1356, 57, 1698, 995]",,False
357,P313551,Obv,saa01,"[415, 49, 1006, 1009]",1.68,True
358,P313551,,saa01,"[960, 58, 1385, 993]",,False
359,P313551,,saa01,"[59, 82, 433, 976]",,False
360,P313551,,saa01,"[447, 991, 962, 1302]",,False
361,P313551,Rev,saa01,"[415, 1272, 991, 2215]",1.68,True
362,P313551,,saa01,"[428, 2201, 987, 2560]",,False
363,P313551,,saa01,"[346, 2572, 1052, 2831]",,False
364,P313551,,saa01,"[633, 2734, 1035, 2817]",,False
365,P334718,Obv,saa01,"[377, 66, 824, 870]",3.34,True
366,P334718,,saa01,"[816, 77, 1100, 859]",,False
367,P334718,,saa01,"[91, 79, 381, 860]",,False
368,P334718,,saa01,"[388, 852, 810, 1118]",,False
369,P334718,,saa01,"[380, 1124, 812, 1379]",,False
370,P334718,,saa01,"[384, 1378, 817, 1604]",,False
371,P334718,Rev,saa01,"[380, 1594, 824, 2397]",3.34,True
372,P334718,,saa01,"[388, 2385, 816, 2657]",,False
373,P334718,,saa01,"[195, 2675, 901, 2941]",,False
374,P334175,,saa01,"[81, 66, 335, 558]",,False
375,P334175,,saa01,"[336, 63, 691, 559]",,False
376,P334175,,saa01,"[720, 68, 967, 563]",,False
377,P334175,,saa01,"[407, 574, 736, 777]",,False
378,P334175,Obv,saa01,"[349, 791, 697, 1287]",1.65,True
379,P334175,,saa01,"[324, 1309, 669, 1533]",,False
380,P334175,,saa01,"[346, 1560, 661, 1703]",,False
381,P313807,Obv,saa01,"[644, 183, 1075, 846]",2.24,True
382,P313807,,saa01,"[1479, 187, 1825, 835]",,False
383,P313807,,saa01,"[1120, 194, 1455, 842]",,False
384,P313807,,saa01,"[267, 198, 606, 817]",,False
385,P313807,,saa01,"[637, 866, 1085, 1209]",,False
386,P313807,,saa01,"[637, 1247, 1093, 1593]",,False
387,P313807,,saa01,"[641, 1609, 1082, 1941]",,False
388,P313807,Rev,saa01,"[655, 1979, 1093, 2635]",2.24,True
389,P313807,,saa01,"[1128, 1988, 1440, 2630]",,False
390,P313807,,saa01,"[668, 2638, 1080, 3028]",,False
391,P313807,,saa01,"[408, 3035, 1343, 3382]",,False
392,P334054,Obv,saa01,"[570, 260, 1113, 813]",2.74,True
393,P334054,,saa01,"[1120, 276, 1356, 832]",,False
394,P334054,,saa01,"[290, 278, 548, 790]",,False
395,P334054,,saa01,"[593, 822, 1044, 1077]",,False
396,P334054,,saa01,"[588, 1105, 1114, 1651]",,False
397,P334054,,saa01,"[603, 1669, 1102, 1929]",,False
398,P334054,,saa01,"[542, 2021, 1229, 2111]",,False
399,P313623,,saa01,"[80, 68, 358, 629]",,False
400,P313623,,saa01,"[781, 69, 1032, 634]",,False
401,P313623,Obv,saa01,"[362, 66, 761, 641]",2.83,True
402,P313623,,saa01,"[371, 638, 759, 885]",,False
403,P313623,Rev,saa01,"[362, 892, 768, 1443]",2.83,True
404,P313623,,saa01,"[363, 1450, 763, 1707]",,False
405,P313623,,saa01,"[292, 1831, 885, 1904]",,False
406,P334271,,saa01,"[1131, 63, 1409, 839]",,False
407,P334271,Obv,saa01,"[365, 58, 796, 844]",2.7,True
408,P334271,,saa01,"[92, 69, 347, 836]",,False
409,P334271,,saa01,"[817, 79, 1130, 841]",,False
410,P334271,,saa01,"[370, 853, 790, 1101]",,False
411,P334271,Rev,saa01,"[353, 1092, 799, 1885]",2.7,True
412,P334271,,saa01,"[825, 1111, 1142, 1879]",,False
413,P334271,,saa01,"[365, 1893, 788, 2139]",,False
414,P334271,,saa01,"[297, 2288, 891, 2361]",,False
415,P334903,,saa01,"[1507, 259, 1870, 1624]",,False
416,P334903,,saa01,"[1893, 255, 2342, 2018]",,False
417,P334903,Obv,saa01,"[625, 241, 1516, 2044]",1.87,True
418,P334903,,saa01,"[215, 281, 618, 2010]",,False
419,P334903,,saa01,"[652, 2080, 1405, 2503]",,False
420,P334903,,saa01,"[655, 2503, 1480, 2866]",,False
421,P334903,,saa01,"[633, 2859, 1478, 4610]",,False
422,P334903,,saa01,"[1504, 3034, 1795, 4597]",,False
423,P334903,,saa01,"[635, 4607, 1482, 5010]",,False
424,P334903,,saa01,"[665, 5015, 1494, 5424]",,False
425,P313919,,saa01,"[0, 0, 265, 424]",,False
426,P313919,,saa01,"[277, 124, 380, 179]",,False
427,P313919,,saa01,"[267, 176, 343, 420]",,False
428,P313919,,saa01,"[278, 181, 306, 218]",,False
429,P313919,,saa01,"[344, 183, 380, 295]",,False
430,P313919,,saa01,"[278, 260, 307, 297]",,False
431,P313919,,saa01,"[45, 291, 79, 337]",,False
432,P313919,,saa01,"[278, 300, 306, 336]",,False
433,P313919,,saa01,"[278, 339, 305, 376]",,False
434,P313919,,saa01,"[278, 378, 306, 415]",,False
435,P313742,,saa01,"[1715, 346, 2036, 1213]",,False
436,P313742,,saa01,"[298, 349, 640, 1199]",,False
437,P313742,,saa01,"[1358, 358, 1656, 1215]",,False
438,P313742,Obv,saa01,"[678, 346, 1325, 1228]",1.85,True
439,P313742,,saa01,"[825, 1265, 1290, 1539]",,False
440,P313742,,saa01,"[693, 1549, 1285, 1870]",,False
441,P313742,,saa01,"[1317, 1877, 1643, 2697]",,False
442,P313742,Rev,saa01,"[691, 1879, 1302, 2706]",1.85,True
443,P313742,,saa01,"[719, 2720, 1280, 3017]",,False
444,P313742,,saa01,"[680, 3042, 1370, 3309]",,False
445,P314238,,saa01,"[703, 48, 948, 604]",,False
446,P314238,,saa01,"[61, 59, 267, 604]",,False
447,P314238,Obv,saa01,"[272, 50, 690, 601]",1.96,True
448,P314238,,saa01,"[286, 608, 683, 803]",,False
449,P314238,Rev,saa01,"[269, 822, 696, 1385]",1.96,True
450,P314238,,saa01,"[282, 1406, 692, 1589]",,False
451,P314238,,saa01,"[291, 1601, 601, 1752]",,False
452,P334193,,saa01,"[1080, 49, 1908, 416]",,False
453,P334193,,saa01,"[2388, 397, 2925, 1965]",,False
