segm_idx,tablet_CDLI,view_desc,collection,bbox,scale,assigned
39,P336497,,saa08,"[722, 69, 890, 369]",,False
40,P336497,,saa08,"[224, 407, 713, 590]",,False
41,P336497,,saa08,"[214, 619, 717, 940]",,False
42,P336497,,saa08,"[222, 966, 707, 1135]",,False
43,P336497,,saa08,"[318, 1180, 439, 1266]",,False
44,P336497,,saa08,"[554, 1180, 674, 1266]",,False
45,P336497,,saa08,"[116, 1216, 202, 1411]",,False
46,P336497,,saa08,"[201, 1263, 791, 1334]",,False
47,P336497,,saa08,"[199, 1332, 298, 1411]",,False
48,P336497,,saa08,"[299, 1332, 398, 1411]",,False
49,P336497,,saa08,"[496, 1332, 595, 1411]",,False
50,P336497,,saa08,"[594, 1332, 693, 1411]",,False
51,P336497,,saa08,"[692, 1332, 792, 1411]",,False
52,P237881,,saa08,"[445, 27, 1551, 351]",,False
53,P237881,Obv,saa08,"[431, 376, 1563, 1077]",1.05,True
54,P237881,,saa08,"[34, 392, 414, 1060]",,False
55,P237881,,saa08,"[2031, 403, 2419, 1076]",,False
56,P237881,,saa08,"[1611, 411, 2007, 1058]",,False
57,P237881,,saa08,"[462, 1105, 1547, 1511]",,False
58,P237881,,saa08,"[446, 1515, 1581, 2214]",,False
59,P237881,,saa08,"[2151, 1594, 2271, 2556]",,False
60,P237881,,saa08,"[460, 2225, 1578, 2613]",,False
61,P237310,Rev,saa08,"[284, 48, 998, 491]",2.15,True
62,P237310,,saa08,"[996, 70, 1203, 480]",,False
63,P237310,,saa08,"[63, 72, 279, 474]",,False
64,P237310,,saa08,"[294, 524, 985, 747]",,False
65,P237310,Obv,saa08,"[281, 790, 995, 1227]",2.15,True
66,P237310,,saa08,"[295, 1260, 980, 1478]",,False
67,P237310,,saa08,"[315, 1512, 967, 1772]",,False
68,P336404,,saa08,"[1036, 72, 1271, 419]",,False
69,P336404,,saa08,"[180, 80, 418, 421]",,False
70,P336404,Obv,saa08,"[417, 84, 1023, 423]",2.48,True
71,P336404,,saa08,"[436, 436, 1026, 662]",,False
72,P336404,Rev,saa08,"[429, 680, 1036, 1019]",2.48,True
73,P336404,,saa08,"[430, 1036, 1034, 1258]",,False
74,P336404,,saa08,"[67, 1323, 162, 1492]",,False
75,P336404,,saa08,"[187, 1322, 1400, 1512]",,False
76,P336404,,saa08,"[805, 1338, 1387, 1391]",,False
77,P336404,,saa08,"[400, 1441, 604, 1493]",,False
78,P336404,,saa08,"[801, 1441, 1001, 1493]",,False
79,P336404,,saa08,"[999, 1443, 1194, 1493]",,False
80,P336404,,saa08,"[1193, 1443, 1388, 1493]",,False
81,P336404,,saa08,"[604, 1444, 800, 1492]",,False
82,P237346,Obv,saa08,"[361, 76, 863, 399]",1.88,True
83,P237346,,saa08,"[85, 83, 311, 395]",,False
84,P237346,,saa08,"[902, 82, 1158, 390]",,False
85,P237346,,saa08,"[366, 439, 850, 691]",,False
86,P237346,Rev,saa08,"[366, 730, 862, 1053]",1.88,True
87,P237346,,saa08,"[364, 1095, 857, 1339]",,False
88,P237346,,saa08,"[268, 1362, 971, 1617]",,False
89,P237346,,saa08,"[480, 1375, 601, 1461]",,False
90,P237346,,saa08,"[715, 1375, 837, 1461]",,False
91,P237299,,saa08,"[1017, 61, 1253, 462]",,False
92,P237299,Obv,saa08,"[284, 55, 1026, 477]",1.82,True
93,P237299,,saa08,"[59, 68, 285, 459]",,False
94,P237299,,saa08,"[297, 500, 1004, 731]",,False
95,P237299,Rev,saa08,"[287, 770, 1021, 1186]",1.82,True
96,P237299,,saa08,"[297, 1221, 1008, 1448]",,False
97,P237299,,saa08,"[292, 1479, 989, 1740]",,False
98,P336549,,saa08,"[714, 153, 1916, 463]",,False
99,P336549,,saa08,"[304, 468, 680, 1124]",,False
100,P336549,Obv,saa08,"[693, 464, 1941, 1128]",2.02,True
101,P336549,,saa08,"[2383, 477, 2764, 1120]",,False
102,P336549,,saa08,"[1953, 486, 2354, 1107]",,False
103,P336549,,saa08,"[704, 1144, 1920, 1462]",,False
104,P336549,,saa08,"[701, 1472, 1909, 1853]",,False
105,P336549,,saa08,"[708, 1871, 1917, 2211]",,False
106,P336549,Rev,saa08,"[703, 2207, 1950, 2875]",2.02,True
107,P336549,,saa08,"[1908, 2239, 2385, 2852]",,False
108,P336549,,saa08,"[720, 2888, 1933, 3278]",,False
109,P336549,,saa08,"[717, 3295, 1941, 3665]",,False
110,P336549,,saa08,"[746, 3778, 1897, 4214]",,False
111,P238065,,saa08,"[351, 24, 950, 256]",,False
112,P238065,,saa08,"[1010, 260, 1283, 709]",,False
113,P238065,,saa08,"[52, 286, 316, 700]",,False
114,P238065,Obv,saa08,"[344, 282, 982, 718]",2.58,True
115,P238065,,saa08,"[373, 756, 977, 990]",,False
116,P238065,,saa08,"[353, 1031, 977, 1298]",,False
117,P238065,,saa08,"[1075, 1323, 1278, 1993]",,False
118,P238065,,saa08,"[360, 1319, 976, 1743]",,False
119,P238065,,saa08,"[377, 1772, 986, 2036]",,False
120,P237541,,saa08,"[229, 7, 1010, 240]",,False
121,P237541,Obv,saa08,"[214, 213, 1032, 766]",2.69,True
122,P237541,,saa08,"[12, 240, 241, 770]",,False
123,P237541,,saa08,"[1007, 243, 1252, 752]",,False
124,P237541,,saa08,"[256, 272, 501, 352]",,False
125,P237541,,saa08,"[249, 738, 1023, 967]",,False
126,P237541,Rev,saa08,"[225, 965, 1044, 1509]",2.69,True
127,P237749,,saa08,"[818, 62, 1032, 436]",,False
128,P237749,Obv,saa08,"[276, 57, 816, 449]",2.33,True
129,P237749,,saa08,"[81, 68, 292, 441]",,False
130,P237749,,saa08,"[285, 437, 816, 668]",,False
131,P237749,Rev,saa08,"[284, 659, 819, 1042]",2.33,True
132,P237749,,saa08,"[293, 1045, 805, 1248]",,False
133,P237749,,saa08,"[209, 1267, 909, 1527]",,False
134,P237749,,saa08,"[418, 1277, 544, 1367]",,False
135,P237749,,saa08,"[659, 1282, 775, 1363]",,False
136,P237931,,saa08,"[342, 16, 1123, 252]",,False
137,P237931,Obv,saa08,"[325, 277, 1153, 756]",1.93,True
138,P237931,,saa08,"[22, 288, 305, 739]",,False
139,P237931,,saa08,"[1170, 296, 1402, 735]",,False
140,P237931,,saa08,"[1425, 294, 1703, 742]",,False
141,P237931,,saa08,"[345, 777, 1138, 1054]",,False
142,P237931,,saa08,"[344, 1072, 1142, 1367]",,False
143,P237931,,saa08,"[353, 1387, 1147, 1622]",,False
144,P237931,,saa08,"[1195, 1645, 1481, 2116]",,False
145,P237931,Rev,saa08,"[333, 1641, 1170, 2128]",1.93,True
146,P237931,,saa08,"[364, 2168, 1144, 2393]",,False
147,P237931,,saa08,"[1505, 2200, 1591, 2652]",,False
148,P237931,,saa08,"[366, 2410, 1156, 2705]",,False
149,P336563,,saa08,"[766, 68, 1017, 688]",,False
150,P336563,Obv,saa08,"[381, 66, 766, 692]",2.76,True
151,P336563,,saa08,"[80, 76, 360, 687]",,False
152,P336563,,saa08,"[391, 701, 749, 1000]",,False
153,P336563,,saa08,"[384, 1002, 754, 1650]",,False
154,P336563,,saa08,"[379, 1655, 723, 1885]",,False
155,P336563,,saa08,"[421, 1912, 727, 2056]",,False
156,P237883,,saa08,"[512, 19, 1787, 362]",,False
157,P237883,,saa08,"[473, 402, 1814, 1078]",,False
158,P237883,,saa08,"[2270, 419, 2738, 1041]",,False
159,P237883,,saa08,"[1881, 428, 2241, 1028]",,False
160,P237883,,saa08,"[22, 428, 465, 1032]",,False
161,P237883,,saa08,"[503, 1121, 1780, 1493]",,False
162,P237883,,saa08,"[494, 1526, 1793, 1994]",,False
163,P237883,,saa08,"[514, 2030, 1789, 2321]",,False
164,P237883,,saa08,"[494, 2400, 1825, 3049]",,False
165,P237883,,saa08,"[1892, 2420, 2285, 3014]",,False
166,P237883,,saa08,"[531, 3087, 1807, 3425]",,False
167,P237883,,saa08,"[2252, 3197, 2598, 3906]",,False
168,P237883,,saa08,"[529, 3443, 1817, 3916]",,False
169,P240359,,saa08,"[819, 63, 1010, 391]",,False
170,P240359,,saa08,"[68, 63, 316, 395]",,False
171,P240359,Obv,saa08,"[309, 61, 819, 379]",2.28,True
172,P240359,,saa08,"[312, 401, 808, 575]",,False
173,P240359,,saa08,"[311, 577, 803, 899]",,False
174,P240359,,saa08,"[314, 913, 816, 1104]",,False
175,P240359,,saa08,"[188, 1132, 892, 1390]",,False
176,P240359,,saa08,"[398, 1147, 519, 1233]",,False
177,P240359,,saa08,"[637, 1149, 754, 1230]",,False
178,P240359,,saa08,"[379, 1298, 479, 1379]",,False
179,P240359,,saa08,"[675, 1298, 776, 1379]",,False
180,P240359,,saa08,"[478, 1299, 577, 1379]",,False
181,P240359,,saa08,"[577, 1299, 675, 1378]",,False
182,P240359,,saa08,"[775, 1299, 874, 1378]",,False
183,P336378,,saa08,"[471, 20, 1838, 482]",,False
184,P336378,,saa08,"[2, 455, 461, 1345]",,False
185,P336378,Obv,saa08,"[430, 440, 1873, 1279]",1.43,True
186,P336378,,saa08,"[1821, 466, 2275, 1332]",,False
187,P336378,,saa08,"[442, 1249, 1861, 1718]",,False
188,P336378,Rev,saa08,"[426, 1712, 1870, 2547]",1.43,True
189,P336378,,saa08,"[1209, 1752, 1827, 1878]",,False
190,P336543,,saa08,"[377, 10, 1178, 450]",,False
191,P336543,,saa08,"[24, 421, 410, 1138]",,False
192,P336543,Obv,saa08,"[380, 405, 1177, 1142]",1.6,True
193,P336543,,saa08,"[1136, 424, 1565, 1144]",,False
194,P336543,,saa08,"[380, 1099, 1151, 1526]",,False
195,P336543,Rev,saa08,"[398, 1528, 1199, 2276]",1.6,True
196,P336462,Obv,saa08,"[342, 55, 1237, 599]",2.05,True
197,P336462,,saa08,"[1252, 67, 1518, 587]",,False
198,P336462,,saa08,"[59, 85, 338, 581]",,False
199,P336462,,saa08,"[358, 638, 1216, 913]",,False
200,P336462,Rev,saa08,"[344, 969, 1241, 1504]",2.05,True
201,P336462,,saa08,"[357, 1527, 1226, 1823]",,False
202,P336462,,saa08,"[489, 1859, 1136, 2123]",,False
203,P237850,,saa08,"[518, 39, 1697, 355]",,False
204,P237850,,saa08,"[1745, 381, 2218, 1194]",,False
205,P237850,Obv,saa08,"[466, 370, 1737, 1235]",1.22,True
206,P237850,,saa08,"[45, 394, 471, 1200]",,False
207,P237850,,saa08,"[485, 1275, 1707, 1630]",,False
208,P237850,,saa08,"[484, 1630, 1723, 2107]",,False
209,P237850,,saa08,"[507, 2114, 1700, 2417]",,False
210,P237850,Rev,saa08,"[470, 2437, 1737, 3302]",1.22,True
211,P237850,,saa08,"[1915, 2739, 2033, 3709]",,False
212,P237850,,saa08,"[484, 3314, 1704, 3790]",,False
213,P237290,,saa08,"[85, 85, 311, 432]",,False
214,P237290,Obv,saa08,"[362, 80, 1032, 445]",3.34,True
215,P237290,,saa08,"[1076, 87, 1281, 385]",,False
216,P237290,,saa08,"[372, 477, 1023, 712]",,False
217,P237290,Rev,saa08,"[359, 721, 1025, 1084]",3.34,True
218,P237290,,saa08,"[368, 1118, 1025, 1354]",,False
219,P237290,,saa08,"[357, 1371, 1014, 1628]",,False
220,P237290,,saa08,"[524, 1386, 645, 1472]",,False
221,P237290,,saa08,"[759, 1386, 881, 1472]",,False
222,P237856,,saa08,"[419, 3, 1208, 292]",,False
223,P237856,Obv,saa08,"[397, 307, 1228, 822]",1.23,True
224,P237856,,saa08,"[1290, 324, 1559, 797]",,False
225,P237856,,saa08,"[1570, 321, 1905, 804]",,False
226,P237856,,saa08,"[60, 326, 390, 844]",,False
227,P237856,,saa08,"[425, 842, 1260, 1181]",,False
228,P237856,,saa08,"[1615, 959, 1867, 1097]",,False
229,P237856,,saa08,"[1593, 1085, 1891, 2076]",,False
230,P237856,,saa08,"[402, 1183, 1244, 1729]",,False
231,P237856,,saa08,"[1788, 1286, 1880, 1482]",,False
232,P237856,,saa08,"[1783, 1669, 1880, 1861]",,False
233,P237856,,saa08,"[421, 1725, 1223, 2062]",,False
234,P336450,Obv,saa08,"[309, 55, 1224, 565]",3.28,True
235,P336450,,saa08,"[71, 71, 315, 525]",,False
236,P336450,,saa08,"[1220, 74, 1462, 551]",,False
237,P336450,,saa08,"[330, 590, 1205, 824]",,False
238,P336450,Rev,saa08,"[305, 856, 1223, 1356]",3.28,True
239,P336450,,saa08,"[328, 1394, 1215, 1632]",,False
240,P336450,,saa08,"[453, 1666, 1100, 1933]",,False
241,P237934,,saa08,"[314, 111, 881, 335]",,False
242,P237934,,saa08,"[78, 337, 320, 802]",,False
243,P237934,,saa08,"[887, 335, 1160, 800]",,False
244,P237934,Obv,saa08,"[305, 333, 901, 809]",2.57,True
245,P237934,,saa08,"[321, 807, 880, 1056]",,False
246,P237934,Rev,saa08,"[305, 1052, 901, 1526]",2.57,True
247,P237934,,saa08,"[298, 1544, 883, 1811]",,False
248,P237934,,saa08,"[334, 1930, 926, 2002]",,False
249,P336474,,saa08,"[1070, 62, 1282, 423]",,False
250,P336474,,saa08,"[216, 68, 408, 414]",,False
251,P336474,Obv,saa08,"[410, 62, 1068, 419]",2.96,True
252,P336474,,saa08,"[414, 429, 1055, 633]",,False
253,P336474,Rev,saa08,"[415, 637, 1070, 997]",2.96,True
254,P336474,,saa08,"[420, 996, 1058, 1199]",,False
255,P336474,,saa08,"[58, 1260, 152, 1428]",,False
256,P336474,,saa08,"[181, 1259, 1393, 1449]",,False
257,P336474,,saa08,"[793, 1271, 1379, 1329]",,False
258,P336474,,saa08,"[391, 1377, 597, 1432]",,False
259,P336474,,saa08,"[793, 1377, 1186, 1430]",,False
260,P336474,,saa08,"[190, 1379, 393, 1430]",,False
261,P336474,,saa08,"[595, 1379, 795, 1430]",,False
262,P336474,,saa08,"[1184, 1379, 1381, 1430]",,False
263,P336546,,saa08,"[1394, 108, 1676, 587]",,False
264,P336546,,saa08,"[86, 110, 363, 579]",,False
265,P336546,Obv,saa08,"[436, 102, 1328, 593]",2.33,True
266,P336546,,saa08,"[447, 648, 1310, 937]",,False
267,P336546,Rev,saa08,"[438, 983, 1324, 1477]",2.33,True
268,P336546,,saa08,"[444, 1521, 1320, 1788]",,False
269,P336546,,saa08,"[524, 1810, 1227, 2079]",,False
270,P237848,,saa08,"[288, 8, 1070, 255]",,False
271,P237848,,saa08,"[1099, 284, 1368, 665]",,False
272,P237848,,saa08,"[24, 288, 273, 664]",,False
273,P237848,Obv,saa08,"[283, 281, 1092, 682]",1.5,True
274,P237848,,saa08,"[298, 722, 1033, 962]",,False
275,P237848,,saa08,"[299, 985, 1057, 1236]",,False
276,P237848,,saa08,"[310, 1253, 1072, 1461]",,False
277,P237848,,saa08,"[1185, 1369, 1287, 2146]",,False
278,P237848,Rev,saa08,"[296, 1495, 1106, 1896]",1.5,True
279,P237848,,saa08,"[298, 1934, 1084, 2201]",,False
280,P336430,,saa08,"[69, 53, 390, 492]",,False
281,P336430,,saa08,"[389, 57, 998, 500]",,False
282,P336430,,saa08,"[994, 63, 1360, 468]",,False
283,P336430,,saa08,"[399, 521, 996, 832]",,False
284,P336430,,saa08,"[390, 862, 995, 1291]",,False
285,P336430,,saa08,"[393, 1335, 986, 1661]",,False
286,P336430,,saa08,"[364, 1690, 1020, 1950]",,False
287,P336666,,saa08,"[69, 71, 315, 299]",,False
288,P336666,,saa08,"[724, 74, 974, 294]",,False
289,P336666,Obv,saa08,"[315, 74, 726, 300]",2.51,True
290,P336666,Rev,saa08,"[300, 321, 732, 568]",2.51,True
291,P336666,,saa08,"[307, 565, 728, 778]",,False
292,P336666,,saa08,"[306, 781, 730, 1028]",,False
293,P336666,,saa08,"[344, 1050, 663, 1193]",,False
294,P336666,,saa08,"[400, 1059, 520, 1107]",,False
295,P336666,,saa08,"[403, 1110, 633, 1141]",,False
296,P336443,,saa08,"[317, 102, 977, 336]",,False
297,P336443,Obv,saa08,"[315, 354, 1000, 697]",3.53,True
298,P336443,,saa08,"[126, 362, 333, 684]",,False
299,P336443,,saa08,"[976, 363, 1168, 686]",,False
300,P336443,,saa08,"[326, 724, 977, 918]",,False
301,P336443,,saa08,"[316, 923, 978, 1125]",,False
302,P336443,,saa08,"[331, 1117, 970, 1297]",,False
303,P336443,Rev,saa08,"[312, 1321, 994, 1667]",3.53,True
304,P336443,,saa08,"[312, 1683, 990, 1883]",,False
305,P336443,,saa08,"[316, 1924, 960, 2175]",,False
306,P236994,,saa08,"[1499, 78, 1884, 555]",,False
307,P236994,Obv,saa08,"[472, 78, 1167, 588]",2.8,True
308,P236994,,saa08,"[69, 93, 459, 570]",,False
309,P236994,,saa08,"[1180, 96, 1505, 552]",,False
310,P236994,,saa08,"[492, 602, 1148, 888]",,False
311,P236994,,saa08,"[493, 914, 1161, 1304]",,False
312,P236994,,saa08,"[486, 1340, 1153, 1676]",,False
313,P236994,,saa08,"[1183, 1595, 1448, 1851]",,False
314,P236994,Rev,saa08,"[473, 1700, 1151, 2200]",2.8,True
315,P236994,,saa08,"[480, 2227, 1153, 2629]",,False
316,P236994,,saa08,"[429, 2654, 1135, 2924]",,False
317,P336656,,saa08,"[388, 119, 1384, 348]",,False
318,P336656,Obv,saa08,"[381, 359, 1412, 944]",2.87,True
319,P336656,,saa08,"[1380, 380, 1629, 917]",,False
320,P336656,,saa08,"[139, 387, 388, 914]",,False
321,P336656,,saa08,"[399, 972, 1397, 1155]",,False
322,P336656,,saa08,"[383, 1162, 1412, 1412]",,False
323,P336656,,saa08,"[387, 1398, 1409, 1647]",,False
324,P336656,Rev,saa08,"[390, 1667, 1430, 2248]",2.87,True
325,P336656,,saa08,"[390, 2249, 1403, 2505]",,False
326,P336656,,saa08,"[477, 2560, 1315, 2876]",,False
327,P336662,,saa08,"[336, 323, 610, 822]",,False
328,P336662,Obv,saa08,"[613, 325, 1610, 842]",3.47,True
329,P336662,,saa08,"[1934, 353, 2190, 827]",,False
330,P336662,,saa08,"[1601, 356, 1928, 830]",,False
331,P336662,,saa08,"[633, 845, 1580, 1129]",,False
332,P336662,,saa08,"[630, 1149, 1596, 1423]",,False
333,P336662,,saa08,"[622, 1432, 1613, 1940]",,False
334,P336662,,saa08,"[1604, 1454, 1851, 1893]",,False
335,P336662,,saa08,"[665, 1942, 1599, 2223]",,False
336,P336662,,saa08,"[662, 2227, 1615, 2498]",,False
337,P336662,,saa08,"[698, 2531, 1573, 2869]",,False
338,P336398,,saa08,"[327, 65, 1155, 505]",,False
339,P336398,,saa08,"[67, 75, 315, 485]",,False
340,P336398,,saa08,"[1162, 74, 1490, 573]",,False
341,P336398,,saa08,"[334, 530, 1147, 761]",,False
342,P336398,,saa08,"[327, 760, 1152, 1187]",,False
343,P336398,,saa08,"[324, 1198, 1148, 1448]",,False
344,P336398,,saa08,"[470, 1610, 1064, 1682]",,False
345,P336449,,saa08,"[423, 108, 1164, 390]",,False
346,P336449,,saa08,"[131, 429, 344, 748]",,False
347,P336449,Obv,saa08,"[415, 424, 1163, 750]",4.0,True
348,P336449,,saa08,"[1230, 445, 1456, 755]",,False
349,P336449,,saa08,"[417, 821, 1146, 1036]",,False
350,P336449,,saa08,"[423, 1144, 1155, 1360]",,False
351,P336449,,saa08,"[418, 1454, 1157, 1714]",,False
352,P336449,,saa08,"[411, 1785, 1164, 2119]",,False
353,P336449,,saa08,"[419, 2211, 1156, 2440]",,False
354,P336449,,saa08,"[408, 2527, 1117, 2800]",,False
355,P238332,,saa08,"[1463, 89, 1664, 611]",,False
356,P238332,,saa08,"[109, 95, 324, 614]",,False
357,P238332,,saa08,"[340, 94, 576, 325]",,False
358,P238332,,saa08,"[581, 87, 1466, 615]",,False
359,P238332,,saa08,"[331, 311, 586, 605]",,False
360,P238332,,saa08,"[610, 615, 1448, 865]",,False
361,P238332,,saa08,"[612, 877, 1449, 1087]",,False
362,P238332,,saa08,"[602, 1094, 1444, 1320]",,False
363,P238332,,saa08,"[321, 1335, 592, 1852]",,False
364,P238332,Obv,saa08,"[600, 1330, 1463, 1855]",2.67,True
365,P238332,,saa08,"[1469, 1347, 1721, 1818]",,False
366,P238332,,saa08,"[608, 1866, 1455, 2198]",,False
367,P238332,,saa08,"[603, 2217, 1449, 2424]",,False
368,P238332,,saa08,"[684, 2436, 1388, 2700]",,False
369,P336483,,saa08,"[358, 108, 981, 302]",,False
370,P336483,Obv,saa08,"[345, 305, 982, 602]",3.0,True
371,P336483,,saa08,"[143, 313, 336, 599]",,False
372,P336483,,saa08,"[1004, 319, 1196, 601]",,False
373,P336483,,saa08,"[1205, 318, 1406, 602]",,False
374,P336483,,saa08,"[356, 632, 983, 820]",,False
375,P336483,,saa08,"[343, 823, 990, 1030]",,False
376,P336483,,saa08,"[351, 1045, 982, 1341]",,False
377,P336483,,saa08,"[343, 1351, 980, 1560]",,False
378,P336483,,saa08,"[322, 1635, 999, 1892]",,False
379,P336152,,saa08,"[817, 324, 1940, 689]",,False
380,P336152,,saa08,"[2378, 687, 2738, 1299]",,False
381,P336152,,saa08,"[423, 696, 787, 1321]",,False
382,P336152,Obv,saa08,"[800, 688, 1962, 1339]",1.36,True
383,P336152,,saa08,"[1969, 709, 2363, 1313]",,False
384,P336152,,saa08,"[823, 1356, 1935, 1701]",,False
385,P336152,,saa08,"[812, 1722, 1941, 2098]",,False
386,P336152,,saa08,"[815, 2102, 1929, 2413]",,False
387,P336152,Rev,saa08,"[786, 2410, 1944, 3061]",1.36,True
388,P336152,,saa08,"[1973, 2431, 2363, 3040]",,False
389,P336152,,saa08,"[813, 3114, 1922, 3474]",,False
390,P336152,,saa08,"[800, 3598, 1958, 4043]",,False
391,P238041,,saa08,"[355, 10, 1093, 245]",,False
392,P238041,,saa08,"[10, 225, 322, 690]",,False
393,P238041,Obv,saa08,"[342, 265, 1093, 683]",2.5,True
394,P238041,,saa08,"[1110, 278, 1421, 696]",,False
395,P238041,,saa08,"[357, 701, 1083, 998]",,False
396,P238041,,saa08,"[1225, 943, 1404, 1043]",,False
397,P238041,Rev,saa08,"[343, 993, 1119, 1428]",2.5,True
398,P238041,,saa08,"[1211, 1031, 1418, 1726]",,False
399,P238041,,saa08,"[340, 1452, 1101, 1744]",,False
400,P336383,Obv,saa08,"[327, 38, 1058, 579]",2.92,True
401,P336383,,saa08,"[1052, 62, 1349, 562]",,False
402,P336383,,saa08,"[63, 65, 345, 565]",,False
403,P336383,,saa08,"[352, 599, 1033, 875]",,False
404,P336383,Rev,saa08,"[346, 901, 1043, 1431]",2.92,True
405,P336383,,saa08,"[388, 1468, 1048, 1749]",,False
406,P336383,,saa08,"[361, 1788, 1068, 2045]",,False
407,P238580,,saa08,"[341, 12, 939, 246]",,False
408,P238580,,saa08,"[38, 280, 293, 560]",,False
409,P238580,Obv,saa08,"[330, 282, 957, 615]",3.65,True
410,P238580,,saa08,"[994, 288, 1249, 564]",,False
411,P238580,,saa08,"[335, 674, 956, 902]",,False
412,P238580,,saa08,"[340, 942, 959, 1156]",,False
413,P238580,,saa08,"[332, 1174, 899, 1429]",,False
414,P238580,,saa08,"[328, 1450, 955, 1783]",,False
415,P238580,,saa08,"[330, 1808, 916, 2062]",,False
416,P238050,,saa08,"[370, 12, 950, 250]",,False
417,P238050,,saa08,"[1348, 276, 1638, 796]",,False
418,P238050,,saa08,"[1055, 288, 1324, 788]",,False
419,P238050,,saa08,"[22, 289, 333, 792]",,False
420,P238050,Obv,saa08,"[371, 289, 984, 806]",3.3,True
421,P238050,,saa08,"[388, 821, 983, 1124]",,False
422,P238050,,saa08,"[422, 1145, 985, 1394]",,False
423,P238050,Rev,saa08,"[386, 1426, 1010, 1959]",3.3,True
424,P238050,,saa08,"[1088, 1437, 1378, 1934]",,False
425,P238050,,saa08,"[1430, 1494, 1641, 2220]",,False
426,P238050,,saa08,"[399, 1978, 992, 2277]",,False
427,P239097,,saa08,"[70, 55, 256, 393]",,False
428,P239097,,saa08,"[623, 55, 805, 391]",,False
429,P239097,Obv,saa08,"[247, 52, 625, 400]",2.87,True
430,P239097,,saa08,"[265, 411, 598, 580]",,False
431,P239097,Rev,saa08,"[250, 578, 616, 945]",2.87,True
432,P239097,,saa08,"[260, 943, 611, 1153]",,False
433,P239097,,saa08,"[288, 1169, 580, 1320]",,False
434,P336658,Rev,saa08,"[214, 23, 598, 168]",2.78,True
435,P336658,,saa08,"[16, 167, 225, 387]",,False
436,P336658,Obv,saa08,"[218, 169, 609, 383]",2.78,True
437,P336658,,saa08,"[616, 176, 798, 383]",,False
438,P336658,,saa08,"[236, 398, 581, 610]",,False
439,P336658,,saa08,"[214, 623, 605, 805]",,False
440,P336658,,saa08,"[223, 826, 597, 1037]",,False
441,P336658,,saa08,"[314, 1049, 597, 1192]",,False
442,P336658,,saa08,"[336, 1055, 458, 1105]",,False
443,P336658,,saa08,"[351, 1107, 579, 1139]",,False
444,P237938,,saa08,"[378, 73, 1168, 304]",,False
445,P237938,,saa08,"[74, 305, 340, 732]",,False
446,P237938,Obv,saa08,"[355, 297, 1189, 747]",1.94,True
447,P237938,,saa08,"[1163, 310, 1443, 732]",,False
448,P237938,,saa08,"[1444, 315, 1716, 739]",,False
449,P237938,,saa08,"[365, 770, 1175, 1047]",,False
450,P237938,,saa08,"[351, 1073, 1189, 1365]",,False
451,P237938,,saa08,"[386, 1373, 1179, 1596]",,False
452,P237938,Rev,saa08,"[357, 1576, 1189, 2024]",1.94,True
