segm_idx,tablet_CDLI,view_desc,collection,bbox,scale,assigned
213,P313459,,saa16,"[1370, 1461, 1612, 1961]",,False
214,P313459,Rev,saa16,"[419, 1456, 1342, 1981]",2.32,True
215,P313459,,saa16,"[447, 1988, 1339, 2203]",,False
216,P313459,,saa16,"[596, 2286, 1235, 2516]",,False
217,P313432,,saa16,"[606, 388, 1020, 1468]",,False
218,P313432,,saa16,"[244, 395, 589, 1461]",,False
219,P313432,Obv,saa16,"[938, 360, 2050, 1505]",3.92,True
220,P313432,,saa16,"[2017, 407, 2363, 1009]",,False
221,P313432,,saa16,"[2390, 407, 2740, 1474]",,False
222,P313432,,saa16,"[978, 1472, 2023, 1813]",,False
223,P313432,,saa16,"[581, 1810, 960, 2893]",,False
224,P313432,Rev,saa16,"[938, 1777, 2050, 2922]",3.92,True
225,P313432,,saa16,"[1981, 1985, 2391, 2881]",,False
226,P313432,,saa16,"[1523, 2894, 2026, 3212]",,False
227,P313432,,saa16,"[980, 2908, 1476, 3211]",,False
228,P313432,,saa16,"[990, 3229, 2006, 3574]",,False
229,P313432,,saa16,"[1105, 3604, 1857, 3899]",,False
230,P313577,,saa16,"[1010, 305, 1278, 732]",,False
231,P313577,Obv,saa16,"[618, 302, 1008, 745]",3.64,True
232,P313577,,saa16,"[326, 309, 621, 708]",,False
233,P313577,,saa16,"[624, 753, 997, 1004]",,False
234,P313577,,saa16,"[613, 1012, 998, 1457]",,False
235,P313577,,saa16,"[631, 1465, 1005, 1777]",,False
236,P313577,,saa16,"[999, 1798, 1195, 1940]",,False
237,P313577,,saa16,"[619, 1803, 818, 1945]",,False
238,P313577,,saa16,"[296, 1865, 438, 2117]",,False
239,P313577,,saa16,"[377, 1887, 1407, 2199]",,False
240,P313577,,saa16,"[904, 2041, 1071, 2179]",,False
241,P314370,,saa16,"[234, 0, 611, 249]",,False
242,P314370,Obv,saa16,"[239, 235, 634, 623]",2.18,True
243,P314370,,saa16,"[620, 242, 849, 619]",,False
244,P314370,,saa16,"[21, 250, 244, 624]",,False
245,P314370,,saa16,"[228, 607, 638, 845]",,False
246,P314370,,saa16,"[263, 834, 655, 1225]",,False
247,P334816,Obv,saa16,"[472, 29, 1404, 1207]",1.76,True
248,P334816,,saa16,"[78, 60, 490, 1180]",,False
249,P334816,,saa16,"[1407, 67, 1816, 1169]",,False
250,P334816,,saa16,"[505, 1224, 1392, 1593]",,False
251,P334816,Rev,saa16,"[475, 1619, 1404, 2798]",1.76,True
252,P334816,,saa16,"[502, 2794, 1381, 3222]",,False
253,P334816,,saa16,"[571, 3259, 1274, 3523]",,False
254,P336787,Obv,saa16,"[97, 75, 297, 321]",1.69,True
255,P336787,,saa16,"[33, 379, 327, 518]",,False
256,P336787,,saa16,"[88, 390, 199, 432]",,False
257,P336787,,saa16,"[86, 436, 319, 467]",,False
258,P336787,,saa16,"[124, 469, 163, 509]",,False
259,P336787,,saa16,"[204, 469, 242, 509]",,False
260,P336787,,saa16,"[165, 470, 201, 509]",,False
261,P336787,,saa16,"[243, 470, 280, 508]",,False
262,P336787,,saa16,"[283, 470, 321, 508]",,False
263,P334627,,saa16,"[790, 61, 1012, 636]",,False
264,P334627,,saa16,"[72, 66, 321, 633]",,False
265,P334627,Obv,saa16,"[298, 54, 807, 661]",2.92,True
266,P334627,,saa16,"[1005, 67, 1242, 636]",,False
267,P334627,,saa16,"[354, 640, 759, 874]",,False
268,P334627,,saa16,"[362, 869, 779, 1257]",,False
269,P334627,,saa16,"[302, 1107, 797, 1493]",,False
270,P334627,,saa16,"[309, 1496, 788, 1730]",,False
271,P334627,,saa16,"[383, 1746, 687, 1890]",,False
272,P334811,,saa16,"[719, 63, 937, 459]",,False
273,P334811,,saa16,"[55, 64, 285, 460]",,False
274,P334811,Obv,saa16,"[274, 56, 724, 476]",3.07,True
275,P334811,,saa16,"[281, 485, 708, 710]",,False
276,P334811,Rev,saa16,"[273, 720, 723, 1122]",3.07,True
277,P334811,,saa16,"[283, 1141, 717, 1366]",,False
278,P334811,,saa16,"[185, 1393, 828, 1647]",,False
279,P334811,,saa16,"[341, 1404, 462, 1490]",,False
280,P334811,,saa16,"[577, 1404, 696, 1490]",,False
281,P334670,,saa16,"[90, 71, 315, 610]",,False
282,P334670,Obv,saa16,"[346, 61, 850, 645]",2.5,True
283,P334670,,saa16,"[1222, 79, 1468, 632]",,False
284,P334670,,saa16,"[919, 83, 1180, 630]",,False
285,P334670,,saa16,"[358, 695, 852, 972]",,False
286,P334670,,saa16,"[344, 1025, 823, 1632]",,False
287,P334670,,saa16,"[405, 1666, 799, 1877]",,False
288,P334670,,saa16,"[445, 1883, 771, 2041]",,False
289,P313709,,saa16,"[295, 250, 588, 704]",,False
290,P313709,,saa16,"[582, 257, 796, 698]",,False
291,P313709,Obv,saa16,"[814, 258, 1210, 714]",2.4,True
292,P313709,,saa16,"[1204, 263, 1485, 703]",,False
293,P313709,,saa16,"[810, 694, 1212, 983]",,False
294,P313709,,saa16,"[819, 977, 1214, 1246]",,False
295,P313709,,saa16,"[576, 1253, 810, 1698]",,False
296,P313709,Rev,saa16,"[816, 1246, 1209, 1703]",2.4,True
297,P313709,,saa16,"[835, 1704, 1210, 2007]",,False
298,P313709,,saa16,"[555, 2016, 1295, 2287]",,False
299,P334522,,saa16,"[69, 64, 330, 703]",,False
300,P334522,Obv,saa16,"[346, 52, 909, 715]",2.94,True
301,P334522,,saa16,"[932, 66, 1196, 707]",,False
302,P334522,,saa16,"[355, 731, 881, 976]",,False
303,P334522,Rev,saa16,"[343, 1003, 911, 1664]",2.94,True
304,P334522,,saa16,"[927, 1026, 1251, 1650]",,False
305,P334522,,saa16,"[360, 1687, 874, 1947]",,False
306,P334522,,saa16,"[244, 1980, 941, 2238]",,False
307,P314115,,saa16,"[26, 8, 257, 306]",,False
308,P314115,,saa16,"[270, 29, 372, 85]",,False
309,P314115,,saa16,"[267, 82, 338, 324]",,False
310,P314115,,saa16,"[334, 85, 378, 206]",,False
311,P314115,,saa16,"[307, 102, 325, 135]",,False
312,P314115,,saa16,"[271, 126, 298, 164]",,False
313,P314115,,saa16,"[271, 166, 298, 202]",,False
314,P314115,,saa16,"[270, 205, 299, 242]",,False
315,P314115,,saa16,"[270, 245, 298, 281]",,False
316,P314115,,saa16,"[270, 283, 298, 321]",,False
317,P313941,,saa16,"[2, 0, 406, 420]",,False
318,P313941,,saa16,"[425, 114, 526, 169]",,False
319,P313941,,saa16,"[420, 169, 457, 407]",,False
320,P313941,,saa16,"[455, 171, 488, 404]",,False
321,P313941,,saa16,"[490, 172, 528, 286]",,False
322,P313941,,saa16,"[425, 210, 452, 248]",,False
323,P313941,,saa16,"[425, 250, 452, 286]",,False
324,P313941,,saa16,"[424, 289, 453, 326]",,False
325,P313941,,saa16,"[425, 329, 452, 365]",,False
326,P313941,,saa16,"[425, 367, 452, 405]",,False
327,P314162,Obv,saa16,"[19, 5, 375, 407]",2.23,True
328,P314162,,saa16,"[101, 483, 217, 532]",,False
329,P314162,,saa16,"[41, 491, 341, 613]",,False
330,P314162,,saa16,"[179, 567, 217, 606]",,False
331,P314162,,saa16,"[140, 568, 178, 605]",,False
332,P314162,,saa16,"[296, 568, 335, 605]",,False
333,P334853,,saa16,"[1319, 59, 1729, 968]",,False
334,P334853,Rev,saa16,"[547, 61, 977, 942]",1.81,True
335,P334853,,saa16,"[52, 63, 511, 940]",,False
336,P334853,,saa16,"[1023, 73, 1294, 946]",,False
337,P334853,,saa16,"[558, 963, 984, 1257]",,False
338,P334853,Obv,saa16,"[542, 1265, 1022, 2147]",1.81,True
339,P334853,,saa16,"[1068, 1278, 1367, 2112]",,False
340,P334853,,saa16,"[659, 2175, 997, 2456]",,False
341,P334853,,saa16,"[665, 2499, 969, 2647]",,False
342,P313685,Rev,saa16,"[21, 9, 372, 244]",2.96,True
343,P313685,,saa16,"[47, 279, 107, 386]",,False
344,P313685,,saa16,"[108, 283, 221, 316]",,False
345,P313685,,saa16,"[100, 315, 347, 387]",,False
346,P313685,,saa16,"[145, 354, 184, 382]",,False
347,P313685,,saa16,"[186, 354, 221, 382]",,False
348,P313685,,saa16,"[225, 354, 261, 382]",,False
349,P313685,,saa16,"[106, 354, 142, 382]",,False
350,P313685,,saa16,"[264, 354, 300, 381]",,False
351,P313685,,saa16,"[303, 355, 340, 381]",,False
352,P313565,,saa16,"[881, 57, 1153, 683]",,False
353,P313565,,saa16,"[66, 61, 367, 687]",,False
354,P313565,Obv,saa16,"[352, 51, 863, 697]",2.66,True
355,P313565,,saa16,"[372, 726, 840, 1007]",,False
356,P313565,Rev,saa16,"[360, 1033, 855, 1705]",2.66,True
357,P313565,,saa16,"[372, 1712, 852, 1988]",,False
358,P313565,,saa16,"[227, 2030, 929, 2292]",,False
359,P314179,Obv,saa16,"[399, 12, 609, 384]",1.81,True
360,P314179,,saa16,"[199, 13, 407, 384]",,False
361,P314179,,saa16,"[3, 21, 195, 394]",,False
362,P314179,,saa16,"[617, 29, 803, 397]",,False
363,P314179,,saa16,"[392, 387, 626, 610]",,False
364,P314179,,saa16,"[404, 598, 613, 985]",,False
365,P314179,,saa16,"[404, 1011, 609, 1200]",,False
366,P314179,,saa16,"[399, 1210, 679, 1352]",,False
367,P313795,,saa16,"[190, 190, 509, 688]",,False
368,P313795,,saa16,"[901, 188, 1275, 721]",,False
369,P313795,Obv,saa16,"[543, 191, 887, 691]",1.51,True
370,P313795,,saa16,"[547, 706, 892, 1004]",,False
371,P313795,Rev,saa16,"[535, 1007, 899, 1488]",1.51,True
372,P313795,,saa16,"[538, 1511, 894, 1812]",,False
373,P313795,,saa16,"[581, 1841, 773, 1969]",,False
374,P313795,,saa16,"[955, 1843, 1141, 1969]",,False
375,P313795,,saa16,"[248, 1893, 397, 2145]",,False
376,P313795,,saa16,"[392, 1963, 1330, 2082]",,False
377,P313795,,saa16,"[389, 2065, 1326, 2212]",,False
378,P313795,,saa16,"[705, 2076, 863, 2206]",,False
379,P313795,,saa16,"[1018, 2076, 1173, 2202]",,False
380,P313795,,saa16,"[551, 2078, 704, 2202]",,False
381,P313795,,saa16,"[1172, 2078, 1328, 2204]",,False
382,P334425,,saa16,"[1107, 299, 1299, 1115]",,False
383,P334425,,saa16,"[527, 286, 1081, 1125]",,False
384,P334425,,saa16,"[314, 318, 515, 1106]",,False
385,P334425,,saa16,"[539, 1143, 1075, 1374]",,False
386,P334425,Rev,saa16,"[524, 1386, 1090, 2254]",0.94,True
387,P334425,,saa16,"[540, 2273, 1071, 2474]",,False
388,P334425,,saa16,"[351, 2494, 1210, 2822]",,False
389,P313674,Obv,saa16,"[71, 3, 326, 471]",2.72,True
390,P313674,,saa16,"[36, 491, 91, 593]",,False
391,P313674,,saa16,"[94, 493, 209, 528]",,False
392,P313674,,saa16,"[94, 530, 327, 563]",,False
393,P313674,,saa16,"[92, 558, 330, 597]",,False
394,P334352,Obv,saa16,"[902, 263, 1565, 1744]",1.56,True
395,P334352,,saa16,"[246, 600, 594, 1729]",,False
396,P334352,,saa16,"[562, 613, 917, 1716]",,False
397,P334352,,saa16,"[1909, 614, 2248, 1729]",,False
398,P334352,,saa16,"[1527, 617, 1891, 1721]",,False
399,P334352,,saa16,"[936, 1736, 1549, 2063]",,False
400,P334352,,saa16,"[939, 2042, 1610, 2405]",,False
401,P334352,,saa16,"[929, 2409, 1601, 3619]",,False
402,P334352,,saa16,"[933, 3607, 1616, 3987]",,False
403,P334352,,saa16,"[726, 4003, 1740, 4391]",,False
404,P313524,Rev,saa16,"[5, 0, 502, 704]",2.1,True
405,P313524,,saa16,"[122, 722, 179, 822]",,False
406,P313524,,saa16,"[181, 724, 294, 758]",,False
407,P313524,,saa16,"[153, 756, 420, 836]",,False
408,P334691,,saa16,"[327, 69, 515, 636]",,False
409,P334691,Obv,saa16,"[523, 64, 825, 646]",2.99,True
410,P334691,,saa16,"[851, 71, 1124, 629]",,False
411,P334691,,saa16,"[68, 73, 321, 635]",,False
412,P334691,,saa16,"[521, 660, 830, 878]",,False
413,P334691,,saa16,"[288, 867, 510, 1423]",,False
414,P334691,Rev,saa16,"[521, 870, 821, 1428]",2.99,True
415,P334691,,saa16,"[509, 1423, 831, 1655]",,False
416,P334691,,saa16,"[530, 1664, 810, 1802]",,False
417,P313641,Obv,saa16,"[270, 76, 700, 517]",4.0,True
418,P313641,,saa16,"[58, 88, 239, 509]",,False
419,P313641,,saa16,"[711, 112, 923, 529]",,False
420,P313641,,saa16,"[263, 570, 691, 759]",,False
421,P313641,Rev,saa16,"[261, 781, 662, 1232]",4.0,True
422,P313641,,saa16,"[268, 1251, 666, 1453]",,False
423,P313641,,saa16,"[371, 1514, 581, 1621]",,False
424,P238494,,saa16,"[64, 73, 260, 452]",,False
425,P238494,Obv,saa16,"[277, 68, 856, 464]",2.99,True
426,P238494,,saa16,"[859, 81, 1046, 464]",,False
427,P238494,,saa16,"[276, 480, 843, 748]",,False
428,P238494,,saa16,"[285, 778, 834, 982]",,False
429,P238494,,saa16,"[280, 997, 835, 1235]",,False
430,P238494,Rev,saa16,"[278, 1236, 845, 1644]",2.99,True
431,P238494,,saa16,"[280, 1677, 835, 1911]",,False
432,P238494,,saa16,"[430, 1954, 710, 2103]",,False
433,P313704,,saa16,"[1200, 224, 1581, 906]",,False
434,P313704,,saa16,"[319, 235, 664, 895]",,False
435,P313704,Obv,saa16,"[666, 236, 1183, 909]",3.18,True
436,P313704,,saa16,"[671, 916, 1172, 1253]",,False
437,P313704,Rev,saa16,"[663, 1243, 1183, 1928]",3.18,True
438,P313704,,saa16,"[674, 1946, 1161, 2286]",,False
439,P313704,,saa16,"[525, 2297, 1376, 2623]",,False
440,P313429,,saa16,"[197, 175, 603, 1283]",,False
441,P313429,,saa16,"[1723, 175, 2124, 1296]",,False
442,P313429,Obv,saa16,"[627, 168, 1285, 1294]",2.14,True
443,P313429,,saa16,"[1297, 204, 1654, 1290]",,False
444,P313429,,saa16,"[626, 1296, 1250, 1673]",,False
445,P313429,,saa16,"[629, 1682, 1278, 2084]",,False
446,P313429,,saa16,"[631, 2107, 1263, 2473]",,False
447,P313429,,saa16,"[1302, 2490, 1659, 3643]",,False
448,P313429,Rev,saa16,"[608, 2480, 1286, 3621]",2.14,True
449,P313429,,saa16,"[636, 3637, 1263, 4003]",,False
450,P313429,,saa16,"[437, 3992, 1435, 4373]",,False
451,P314379,,saa16,"[406, 22, 1061, 398]",,False
452,P314379,,saa16,"[47, 372, 426, 1532]",,False
453,P314379,Obv,saa16,"[397, 362, 1077, 1526]",2.13,True
454,P314379,,saa16,"[1060, 375, 1451, 1541]",,False
455,P314379,,saa16,"[459, 1485, 1083, 1935]",,False
456,P314379,Rev,saa16,"[428, 1921, 1099, 3097]",2.13,True
457,P313869,Obv,saa16,"[384, 58, 728, 730]",3.0,True
458,P313869,,saa16,"[730, 87, 997, 718]",,False
