segm_idx,tablet_CDLI,view_desc,collection,bbox,scale,assigned
60,P334828,Obv,saa09,"[704, 435, 1483, 856]",2.93,True
61,P334828,,saa09,"[1522, 456, 1844, 821]",,False
62,P334828,,saa09,"[1879, 461, 2084, 832]",,False
63,P334828,,saa09,"[754, 902, 1468, 1169]",,False
64,P334828,,saa09,"[757, 1222, 1465, 1422]",,False
65,P334828,,saa09,"[735, 1494, 1478, 1712]",,False
66,P334828,,saa09,"[687, 1761, 1145, 2146]",,False
67,P334828,,saa09,"[1075, 1772, 1465, 2181]",,False
68,P334828,,saa09,"[312, 1784, 658, 2149]",,False
69,P334828,,saa09,"[1510, 1795, 1848, 2173]",,False
70,P334828,,saa09,"[837, 2220, 1469, 2443]",,False
71,P334828,,saa09,"[703, 2232, 989, 2436]",,False
72,P334828,,saa09,"[904, 2470, 1229, 2631]",,False
73,P337152,,saa09,"[1426, 87, 1852, 1524]",,False
74,P337152,,saa09,"[93, 97, 401, 1531]",,False
75,P337152,,saa09,"[425, 66, 1395, 1577]",,False
76,P337152,,saa09,"[1930, 101, 2222, 1510]",,False
77,P337152,,saa09,"[452, 1602, 1337, 1898]",,False
78,P337152,,saa09,"[1366, 1907, 1822, 3315]",,False
79,P337152,,saa09,"[443, 1913, 1370, 2847]",,False
80,P337152,,saa09,"[436, 2582, 1325, 3316]",,False
81,P337152,,saa09,"[465, 3322, 1328, 3592]",,False
82,P337152,,saa09,"[520, 3646, 1217, 3912]",,False
83,P334927,,saa09,"[785, 122, 1423, 306]",,False
84,P334927,,saa09,"[1865, 314, 2182, 1957]",,False
85,P334927,,saa09,"[520, 295, 1474, 2038]",,False
86,P334927,,saa09,"[1505, 340, 1816, 1957]",,False
87,P334927,,saa09,"[120, 517, 454, 2000]",,False
88,P334927,,saa09,"[523, 2048, 1440, 2359]",,False
89,P334927,,saa09,"[488, 2394, 1475, 4113]",,False
90,P334927,,saa09,"[1516, 2456, 1804, 4066]",,False
91,P334927,,saa09,"[762, 4147, 1436, 4371]",,False
92,P334927,,saa09,"[593, 4416, 1433, 4687]",,False
93,P314355,,saa09,"[435, 12, 965, 423]",,False
94,P314355,,saa09,"[965, 426, 1305, 1433]",,False
95,P314355,,saa09,"[32, 432, 443, 1427]",,False
96,P314355,Rev,saa09,"[440, 429, 982, 1427]",1.22,True
97,P314355,,saa09,"[315, 1406, 816, 1833]",,False
98,P314355,Obv,saa09,"[442, 1828, 943, 2823]",1.22,True
